TID;Day;Time;Value;FromParticipantId;FromAccountId;ToParticipantId;ToAccountId;Linkcode
183;1;23;30300724;24;1;23;1;42
184;1;23;30300724;23;0;24;0;42
185;1;23;11810509;49;1;23;1;43
186;1;23;11810509;23;0;49;0;43
187;1;23;79048358;35;3;11;3;44
188;1;23;79048358;11;0;35;0;44
189;1;23;88936232;38;2;24;2;45
190;1;23;88936232;24;0;38;0;45
191;1;23;60355553;36;1;38;1;46
192;1;23;60355553;38;0;36;0;46
193;1;23;57314598;50;1;21;1;47
194;1;23;57314598;21;0;50;0;47
195;1;23;5776179;12;3;23;3;48
196;1;23;5776179;23;0;12;0;48
197;1;23;34786375;29;2;8;2;49
198;1;23;34786375;8;0;29;0;49
199;1;23;43771160;41;3;17;3;50
200;1;23;43771160;17;0;41;0;50
201;1;23;85715562;33;1;34;1;51
202;1;23;85715562;34;0;33;0;51
203;1;23;76179916;2;2;34;2;52
204;1;23;76179916;34;0;2;0;52
205;1;23;53096210;7;1;42;1;53
206;1;23;53096210;42;0;7;0;53
207;1;23;93657915;41;1;12;1;54
208;1;23;93657915;12;0;41;0;54
209;1;23;92226730;3;2;39;2;55
210;1;23;92226730;39;0;3;0;55
211;1;23;22217118;42;2;37;2;56
212;1;23;22217118;37;0;42;0;56
213;1;23;56121289;26;3;32;3;57
214;1;23;56121289;32;0;26;0;57
215;1;23;47503108;6;3;30;3;58
216;1;23;47503108;30;0;6;0;58
217;1;23;42059348;37;2;18;2;59
218;1;23;42059348;18;0;37;0;59
219;1;23;62199206;8;3;29;3;60
220;1;23;62199206;29;0;8;0;60
221;1;23;51196493;49;3;32;3;61
222;1;23;51196493;32;0;49;0;61
223;1;23;56606777;41;1;46;1;62
224;1;23;56606777;46;0;41;0;62
225;1;23;17472355;50;3;15;3;63
226;1;23;17472355;15;0;50;0;63
227;1;23;44342350;30;3;48;3;64
228;1;23;44342350;48;0;30;0;64
229;1;23;4851271;22;1;25;1;65
230;1;23;4851271;25;0;22;0;65
231;1;23;63855373;31;1;11;1;66
232;1;23;63855373;11;0;31;0;66
233;1;23;94254831;15;3;25;3;67
234;1;23;94254831;25;0;15;0;67
235;1;23;17552311;29;2;36;2;68
236;1;23;17552311;36;0;29;0;68
237;1;23;45980918;19;2;25;2;69
238;1;23;45980918;25;0;19;0;69
239;1;23;75469862;9;3;35;3;70
240;1;23;75469862;35;0;9;0;70
241;1;23;8119730;50;3;38;3;71
242;1;23;8119730;38;0;50;0;71
243;1;23;82109805;10;3;43;3;72
244;1;23;82109805;43;0;10;0;72
245;1;23;20050036;1;2;47;2;73
246;1;23;20050036;47;0;1;0;73
247;1;23;45557132;29;1;40;1;74
248;1;23;45557132;40;0;29;0;74
249;1;23;67818806;5;1;22;1;75
250;1;23;67818806;22;0;5;0;75
251;1;23;52669374;28;2;41;2;76
252;1;23;52669374;41;0;28;0;76
253;1;23;22782426;21;2;32;2;77
254;1;23;22782426;32;0;21;0;77
255;1;23;20504960;40;1;1;1;78
256;1;23;20504960;1;0;40;0;78
257;1;23;91675995;22;1;49;1;79
258;1;23;91675995;49;0;22;0;79
259;1;23;90883817;22;3;45;3;80
260;1;23;90883817;45;0;22;0;80
261;1;23;92659625;27;2;6;2;81
262;1;23;92659625;6;0;27;0;81
263;1;23;97571392;49;1;42;1;82
264;1;23;97571392;42;0;49;0;82
265;1;23;75946679;50;3;26;3;83
266;1;23;75946679;26;0;50;0;83
267;1;23;61907068;37;2;11;2;84
268;1;23;61907068;11;0;37;0;84
269;1;23;95007146;20;1;19;1;85
270;1;23;95007146;19;0;20;0;85
271;1;23;31512558;5;2;25;2;86
272;1;23;31512558;25;0;5;0;86
273;1;23;30822011;36;1;12;1;87
274;1;23;30822011;12;0;36;0;87
275;1;23;3170628;48;2;5;2;88
276;1;23;3170628;5;0;48;0;88
277;1;23;27920071;39;2;42;2;89
278;1;23;27920071;42;0;39;0;89
279;1;23;54191507;12;1;18;1;90
280;1;23;54191507;18;0;12;0;90
281;1;23;45472832;5;1;50;1;91
282;1;23;45472832;50;0;5;0;91
283;1;23;4997932;36;2;6;2;92
284;1;23;4997932;6;0;36;0;92
285;1;23;11063456;50;1;37;1;93
286;1;23;11063456;37;0;50;0;93
287;1;23;66341463;36;3;19;3;94
288;1;23;66341463;19;0;36;0;94
289;1;23;69446671;19;1;1;1;95
290;1;23;69446671;1;0;19;0;95
291;1;23;63200578;20;3;8;3;96
292;1;23;63200578;8;0;20;0;96
293;1;23;77666934;46;3;33;3;97
294;1;23;77666934;33;0;46;0;97
295;1;23;75495365;27;1;6;1;98
296;1;23;75495365;6;0;27;0;98
297;1;23;97822719;13;2;30;2;99
298;1;23;97822719;30;0;13;0;99
299;1;23;51669297;22;2;14;2;100
300;1;23;51669297;14;0;22;0;100
301;1;23;31660165;50;1;17;1;101
302;1;23;31660165;17;0;50;0;101
303;1;23;45232177;18;3;30;3;102
304;1;23;45232177;30;0;18;0;102
305;1;23;73115705;38;2;14;2;103
306;1;23;73115705;14;0;38;0;103
307;1;23;47463115;50;2;42;2;104
308;1;23;47463115;42;0;50;0;104
309;1;23;2961921;17;1;10;1;105
310;1;23;2961921;10;0;17;0;105
311;1;23;89631399;10;3;13;3;106
312;1;23;89631399;13;0;10;0;106
313;1;23;68341915;28;3;37;3;107
314;1;23;68341915;37;0;28;0;107
315;1;23;2823901;44;2;28;2;108
316;1;23;2823901;28;0;44;0;108
317;1;23;31595384;24;3;38;3;109
318;1;23;31595384;38;0;24;0;109
319;1;23;61812021;3;3;36;3;110
320;1;23;61812021;36;0;3;0;110
321;1;23;36200378;10;3;24;3;111
322;1;23;36200378;24;0;10;0;111
323;1;23;15158944;14;2;26;2;112
324;1;23;15158944;26;0;14;0;112
325;1;23;4349193;12;2;23;2;113
326;1;23;4349193;23;0;12;0;113
327;1;23;26060714;46;2;47;2;114
328;1;23;26060714;47;0;46;0;114
329;1;23;19413812;8;3;28;3;115
330;1;23;19413812;28;0;8;0;115
331;1;23;45774347;48;3;19;3;116
332;1;23;45774347;19;0;48;0;116
333;1;23;91396016;31;1;6;1;117
334;1;23;91396016;6;0;31;0;117
335;1;23;75339768;18;3;37;3;118
336;1;23;75339768;37;0;18;0;118
337;1;23;67496499;29;2;28;2;119
338;1;23;67496499;28;0;29;0;119
339;1;23;87865051;9;2;29;2;120
340;1;23;87865051;29;0;9;0;120
341;1;23;18989239;2;2;24;2;121
342;1;23;18989239;24;0;2;0;121
343;1;23;45101755;24;2;18;2;122
344;1;23;45101755;18;0;24;0;122
345;1;23;74567174;50;1;7;1;123
346;1;23;74567174;7;0;50;0;123
347;1;23;41367483;12;3;29;3;124
348;1;23;41367483;29;0;12;0;124
349;1;23;53934047;49;1;3;1;125
350;1;23;53934047;3;0;49;0;125
351;1;23;79017223;24;1;7;1;126
352;1;23;79017223;7;0;24;0;126
353;1;23;73950365;37;3;24;3;127
354;1;23;73950365;24;0;37;0;127
355;1;23;1212364;36;1;33;1;128
356;1;23;1212364;33;0;36;0;128
357;1;23;87469060;22;1;6;1;129
358;1;23;87469060;6;0;22;0;129
359;1;23;66575451;41;3;6;3;130
360;1;23;66575451;6;0;41;0;130
361;1;23;48745611;21;2;50;2;131
362;1;23;48745611;50;0;21;0;131
363;1;23;33753101;5;1;27;1;132
364;1;23;33753101;27;0;5;0;132
365;1;23;20947036;2;1;21;1;133
366;1;23;20947036;21;0;2;0;133
367;1;23;25725881;31;1;10;1;134
368;1;23;25725881;10;0;31;0;134
369;1;23;98661818;36;2;30;2;135
370;1;23;98661818;30;0;36;0;135
371;1;23;8341101;1;3;27;3;136
372;1;23;8341101;27;0;1;0;136
373;1;23;18804218;39;1;33;1;137
374;1;23;18804218;33;0;39;0;137
375;1;23;24700219;26;2;24;2;138
376;1;23;24700219;24;0;26;0;138
377;1;23;5375761;47;1;42;1;139
378;1;23;5375761;42;0;47;0;139
379;1;23;67150199;8;3;34;3;140
380;1;23;67150199;34;0;8;0;140
381;1;23;77099942;46;1;5;1;141
382;1;23;77099942;5;0;46;0;141
383;1;23;74448096;18;2;2;2;142
384;1;23;74448096;2;0;18;0;142
385;1;23;70296933;5;3;18;3;143
386;1;23;70296933;18;0;5;0;143
387;1;23;90787667;9;3;10;3;144
388;1;23;90787667;10;0;9;0;144
389;1;23;97943303;2;2;11;2;145
390;1;23;97943303;11;0;2;0;145
391;1;23;50178312;5;2;6;2;146
392;1;23;50178312;6;0;5;0;146
393;1;23;50982952;17;2;47;2;147
394;1;23;50982952;47;0;17;0;147
395;1;23;35809021;26;3;44;3;148
396;1;23;35809021;44;0;26;0;148
397;1;23;70856080;27;2;45;2;149
398;1;23;70856080;45;0;27;0;149
399;1;23;7966875;45;1;10;1;150
400;1;23;7966875;10;0;45;0;150
401;1;23;835552;14;3;46;3;151
402;1;23;835552;46;0;14;0;151
403;1;23;21791648;39;3;14;3;152
404;1;23;21791648;14;0;39;0;152
405;1;23;54634433;39;3;34;3;153
406;1;23;54634433;34;0;39;0;153
407;1;23;29095986;33;1;19;1;154
408;1;23;29095986;19;0;33;0;154
409;1;23;54017027;15;1;26;1;155
410;1;23;54017027;26;0;15;0;155
411;1;23;27649066;28;2;37;2;156
412;1;23;27649066;37;0;28;0;156
413;1;23;3373566;23;2;33;2;157
414;1;23;3373566;33;0;23;0;157
415;1;23;35389728;30;1;43;1;158
416;1;23;35389728;43;0;30;0;158
417;1;23;72648371;42;1;46;1;159
418;1;23;72648371;46;0;42;0;159
419;1;23;68030399;15;1;19;1;160
420;1;23;68030399;19;0;15;0;160
421;1;23;4270348;6;3;44;3;161
422;1;23;4270348;44;0;6;0;161
423;1;23;91228906;10;2;6;2;162
424;1;23;91228906;6;0;10;0;162
425;1;23;29017153;29;1;48;1;163
426;1;23;29017153;48;0;29;0;163
427;1;23;60341992;2;2;9;2;164
428;1;23;60341992;9;0;2;0;164
429;1;23;67831626;16;2;38;2;165
430;1;23;67831626;38;0;16;0;165
431;1;23;10097382;41;1;34;1;166
432;1;23;10097382;34;0;41;0;166
433;1;23;63490605;7;2;19;2;167
434;1;23;63490605;19;0;7;0;167
435;1;23;27142582;15;3;44;3;168
436;1;23;27142582;44;0;15;0;168
437;1;23;48793824;46;1;22;1;169
438;1;23;48793824;22;0;46;0;169
439;1;23;98199730;49;2;47;2;170
440;1;23;98199730;47;0;49;0;170
441;1;23;88791074;13;3;49;3;171
442;1;23;88791074;49;0;13;0;171
443;1;23;27291184;38;2;12;2;172
444;1;23;27291184;12;0;38;0;172
445;1;23;16107815;19;2;28;2;173
446;1;23;16107815;28;0;19;0;173
447;1;23;23580742;43;2;20;2;174
448;1;23;23580742;20;0;43;0;174
449;1;23;77177854;7;3;41;3;175
450;1;23;77177854;41;0;7;0;175
451;1;23;86092783;30;1;26;1;176
452;1;23;86092783;26;0;30;0;176
453;1;23;80320448;20;1;5;1;177
454;1;23;80320448;5;0;20;0;177
455;1;23;52125767;16;1;43;1;178
456;1;23;52125767;43;0;16;0;178
457;1;23;57782677;25;1;37;1;179
458;1;23;57782677;37;0;25;0;179
459;1;23;8279312;21;2;20;2;180
460;1;23;8279312;20;0;21;0;180
461;1;23;79209545;23;2;42;2;181
462;1;23;79209545;42;0;23;0;181
463;1;23;85985673;7;1;41;1;182
464;1;23;85985673;41;0;7;0;182
465;1;23;63385048;5;1;11;1;183
466;1;23;63385048;11;0;5;0;183
467;1;23;63330394;4;1;44;1;184
468;1;23;63330394;44;0;4;0;184
469;1;23;53402585;35;1;40;1;185
470;1;23;53402585;40;0;35;0;185
471;1;23;42229860;10;3;47;3;186
472;1;23;42229860;47;0;10;0;186
473;1;23;16170844;18;1;14;1;187
474;1;23;16170844;14;0;18;0;187
475;1;23;39360709;22;1;17;1;188
476;1;23;39360709;17;0;22;0;188
477;1;23;62408090;22;3;48;3;189
478;1;23;62408090;48;0;22;0;189
479;1;23;53767629;36;2;34;2;190
480;1;23;53767629;34;0;36;0;190
481;1;23;50777884;9;2;29;2;191
482;1;23;50777884;29;0;9;0;191
483;1;23;26351947;33;2;22;2;192
484;1;23;26351947;22;0;33;0;192
485;1;23;61815489;43;2;16;2;193
486;1;23;61815489;16;0;43;0;193
487;1;23;31824169;42;2;8;2;194
488;1;23;31824169;8;0;42;0;194
489;1;23;43887995;35;3;45;3;195
490;1;23;43887995;45;0;35;0;195
491;1;23;2993382;5;3;42;3;196
492;1;23;2993382;42;0;5;0;196
493;1;23;86850122;46;1;23;1;197
494;1;23;86850122;23;0;46;0;197
495;1;23;97721275;27;1;28;1;198
496;1;23;97721275;28;0;27;0;198
497;1;23;22869677;47;3;8;3;199
498;1;23;22869677;8;0;47;0;199
499;1;23;14134631;24;2;32;2;200
500;1;23;14134631;32;0;24;0;200
501;1;23;77478198;48;1;34;1;201
502;1;23;77478198;34;0;48;0;201
503;1;23;76495923;24;2;33;2;202
504;1;23;76495923;33;0;24;0;202
505;1;23;82137383;25;3;47;3;203
506;1;23;82137383;47;0;25;0;203
507;1;23;92880674;33;1;10;1;204
508;1;23;92880674;10;0;33;0;204
509;1;23;21113876;50;2;44;2;205
510;1;23;21113876;44;0;50;0;205
511;1;23;76725042;6;1;7;1;206
512;1;23;76725042;7;0;6;0;206
513;1;23;29003055;33;1;39;1;207
514;1;23;29003055;39;0;33;0;207
515;1;23;78975311;4;2;16;2;208
516;1;23;78975311;16;0;4;0;208
517;1;23;19337154;45;2;13;2;209
518;1;23;19337154;13;0;45;0;209
519;1;23;5417003;45;1;29;1;210
520;1;23;5417003;29;0;45;0;210
521;1;23;82319707;40;2;18;2;211
522;1;23;82319707;18;0;40;0;211
523;1;23;41756706;17;3;20;3;212
524;1;23;41756706;20;0;17;0;212
525;1;23;36839318;5;3;4;3;213
526;1;23;36839318;4;0;5;0;213
527;1;23;40948909;34;1;31;1;214
528;1;23;40948909;31;0;34;0;214
529;1;23;88288952;49;3;25;3;215
530;1;23;88288952;25;0;49;0;215
531;1;23;90528388;1;2;5;2;216
532;1;23;90528388;5;0;1;0;216
533;1;23;10160566;43;3;33;3;217
534;1;23;10160566;33;0;43;0;217
535;1;23;14286192;15;2;44;2;218
536;1;23;14286192;44;0;15;0;218
537;1;23;64225567;49;2;13;2;219
538;1;23;64225567;13;0;49;0;219
539;1;23;11331566;27;3;12;3;220
540;1;23;11331566;12;0;27;0;220
541;1;23;87207829;42;3;5;3;221
542;1;23;87207829;5;0;42;0;221
543;1;23;13865455;20;2;26;2;222
544;1;23;13865455;26;0;20;0;222
545;1;23;21704987;33;2;15;2;223
546;1;23;21704987;15;0;33;0;223
547;1;23;70482506;11;2;37;2;224
548;1;23;70482506;37;0;11;0;224
549;1;23;5880493;30;3;26;3;225
550;1;23;5880493;26;0;30;0;225
551;1;23;86896856;30;1;48;1;226
552;1;23;86896856;48;0;30;0;226
553;1;23;86502208;15;2;21;2;227
554;1;23;86502208;21;0;15;0;227
555;1;23;16951677;43;2;19;2;228
556;1;23;16951677;19;0;43;0;228
557;1;23;34945912;36;2;50;2;229
558;1;23;34945912;50;0;36;0;229
559;1;23;82721779;14;3;49;3;230
560;1;23;82721779;49;0;14;0;230
561;1;23;65273453;27;1;44;1;231
562;1;23;65273453;44;0;27;0;231
563;1;23;55995470;15;1;27;1;232
564;1;23;55995470;27;0;15;0;232
565;1;23;21677253;36;2;29;2;233
566;1;23;21677253;29;0;36;0;233
567;1;23;95826517;1;2;24;2;234
568;1;23;95826517;24;0;1;0;234
569;1;23;48541474;1;2;24;2;235
570;1;23;48541474;24;0;1;0;235
571;1;23;86711231;22;3;20;3;236
572;1;23;86711231;20;0;22;0;236
573;1;23;24181136;4;3;15;3;237
574;1;23;24181136;15;0;4;0;237
575;1;23;9058072;6;1;21;1;238
576;1;23;9058072;21;0;6;0;238
577;1;23;8599585;41;1;9;1;239
578;1;23;8599585;9;0;41;0;239
579;1;23;97048132;30;1;42;1;240
580;1;23;97048132;42;0;30;0;240
581;1;23;21923125;2;3;4;3;241
582;1;23;21923125;4;0;2;0;241
583;1;23;97750564;40;2;13;2;242
584;1;23;97750564;13;0;40;0;242
585;1;23;7817762;8;3;32;3;243
586;1;23;7817762;32;0;8;0;243
587;1;23;83473479;8;3;12;3;244
588;1;23;83473479;12;0;8;0;244
589;1;23;31522164;49;3;5;3;245
590;1;23;31522164;5;0;49;0;245
591;1;23;53549928;43;1;8;1;246
592;1;23;53549928;8;0;43;0;246
593;1;23;4985316;34;3;25;3;247
594;1;23;4985316;25;0;34;0;247
595;1;23;74008151;7;3;36;3;248
596;1;23;74008151;36;0;7;0;248
597;1;23;23931454;36;1;47;1;249
598;1;23;23931454;47;0;36;0;249
599;1;23;45937219;2;1;7;1;250
600;1;23;45937219;7;0;2;0;250
601;1;23;56065639;48;3;30;3;251
602;1;23;56065639;30;0;48;0;251
603;1;23;95989526;24;2;37;2;252
604;1;23;95989526;37;0;24;0;252
605;1;23;93909303;7;1;47;1;253
606;1;23;93909303;47;0;7;0;253
607;1;23;29012394;21;1;27;1;254
608;1;23;29012394;27;0;21;0;254
609;1;23;29020471;37;3;4;3;255
610;1;23;29020471;4;0;37;0;255
611;1;23;25780721;33;2;27;2;256
612;1;23;25780721;27;0;33;0;256
613;1;23;17752069;37;3;48;3;257
614;1;23;17752069;48;0;37;0;257
615;1;23;74654861;43;3;50;3;258
616;1;23;74654861;50;0;43;0;258
617;1;23;1287595;8;2;19;2;259
618;1;23;1287595;19;0;8;0;259
619;1;23;2574811;10;1;23;1;260
620;1;23;2574811;23;0;10;0;260
621;1;23;11364873;8;1;4;1;261
622;1;23;11364873;4;0;8;0;261
623;1;23;10966813;22;3;32;3;262
624;1;23;10966813;32;0;22;0;262
625;1;23;12168924;29;2;20;2;263
626;1;23;12168924;20;0;29;0;263
627;1;23;39496462;24;3;29;3;264
628;1;23;39496462;29;0;24;0;264
629;1;23;13447660;35;2;50;2;265
630;1;23;13447660;50;0;35;0;265
631;1;23;83604215;25;2;50;2;266
632;1;23;83604215;50;0;25;0;266
633;1;23;97674286;23;3;50;3;267
634;1;23;97674286;50;0;23;0;267
635;1;23;84303605;15;1;24;1;268
636;1;23;84303605;24;0;15;0;268
637;1;23;96817014;32;2;40;2;269
638;1;23;96817014;40;0;32;0;269
639;1;23;79300436;15;3;30;3;270
640;1;23;79300436;30;0;15;0;270
641;1;23;57942012;46;3;19;3;271
642;1;78;57942012;19;0;46;0;271
643;1;78;71776304;7;3;16;3;272
644;1;78;71776304;16;0;7;0;272
645;1;78;28153088;49;1;50;1;273
646;1;78;28153088;50;0;49;0;273
647;1;78;71496699;17;2;50;2;274
648;1;78;71496699;50;0;17;0;274
649;1;78;42619998;49;2;36;2;275
650;1;78;42619998;36;0;49;0;275
651;1;78;13773350;10;1;49;1;276
652;1;78;13773350;49;0;10;0;276
653;1;78;97444981;1;1;6;1;277
654;1;78;97444981;6;0;1;0;277
655;1;78;74665140;30;1;21;1;278
656;1;78;74665140;21;0;30;0;278
657;1;78;72688630;47;1;8;1;279
658;1;78;72688630;8;0;47;0;279
659;1;78;12012542;23;2;12;2;280
660;1;78;12012542;12;0;23;0;280
661;1;78;86513931;2;3;37;3;281
662;1;78;86513931;37;0;2;0;281
663;1;78;3495530;40;1;10;1;282
664;1;78;3495530;10;0;40;0;282
665;1;78;80070694;39;1;43;1;283
666;1;78;80070694;43;0;39;0;283
667;1;78;4484466;37;2;44;2;284
668;1;78;4484466;44;0;37;0;284
669;1;78;93425793;29;2;21;2;285
670;1;78;93425793;21;0;29;0;285
671;1;78;46312902;4;1;43;1;286
672;1;78;46312902;43;0;4;0;286
673;1;78;66037546;32;1;27;1;287
674;1;78;66037546;27;0;32;0;287
675;1;78;45366905;5;3;8;3;288
676;1;78;45366905;8;0;5;0;288
677;1;78;7662474;39;2;6;2;289
678;1;78;7662474;6;0;39;0;289
679;1;78;87912314;36;1;50;1;290
680;1;78;87912314;50;0;36;0;290
681;1;78;71444134;38;1;7;1;291
682;1;78;71444134;7;0;38;0;291
683;1;78;93055988;41;1;28;1;292
684;1;78;93055988;28;0;41;0;292
685;1;78;60802998;36;1;44;1;293
686;1;78;60802998;44;0;36;0;293
687;1;78;52101919;40;2;43;2;294
688;1;78;52101919;43;0;40;0;294
689;1;78;21612814;4;1;10;1;295
690;1;78;21612814;10;0;4;0;295
691;1;78;35861888;22;3;35;3;296
692;1;78;35861888;35;0;22;0;296
693;1;78;32932656;9;2;14;2;297
694;1;78;32932656;14;0;9;0;297
695;1;78;35666496;23;1;28;1;298
696;1;78;35666496;28;0;23;0;298
697;1;78;22115053;49;3;48;3;299
698;1;78;22115053;48;0;49;0;299
699;1;78;73920346;50;2;39;2;300
700;1;78;73920346;39;0;50;0;300
701;1;78;32001263;48;2;4;2;301
702;1;78;32001263;4;0;48;0;301
703;1;78;92686947;42;1;32;1;302
704;1;78;92686947;32;0;42;0;302
705;1;78;7007683;2;2;46;2;303
706;1;78;7007683;46;0;2;0;303
707;1;78;81250737;35;1;1;1;304
708;1;78;81250737;1;0;35;0;304
709;1;78;5325912;9;2;16;2;305
710;1;78;5325912;16;0;9;0;305
711;1;78;13130302;12;3;25;3;306
712;1;78;13130302;25;0;12;0;306
713;1;78;73553552;44;3;47;3;307
714;1;78;73553552;47;0;44;0;307
715;1;78;80427510;20;1;31;1;308
716;1;78;80427510;31;0;20;0;308
717;1;78;99831087;2;1;16;1;309
718;1;78;99831087;16;0;2;0;309
719;1;78;82461183;14;3;41;3;310
720;1;78;82461183;41;0;14;0;310
721;1;78;45631679;1;1;20;1;311
722;1;78;45631679;20;0;1;0;311
723;1;78;21842467;2;2;33;2;312
724;1;78;21842467;33;0;2;0;312
725;1;78;95422693;7;1;28;1;313
726;1;78;95422693;28;0;7;0;313
727;1;78;3039936;48;1;14;1;314
728;1;78;3039936;14;0;48;0;314
729;1;78;34279773;8;1;23;1;315
730;1;78;34279773;23;0;8;0;315
731;1;78;35248787;31;3;17;3;316
732;1;78;35248787;17;0;31;0;316
733;1;78;10879264;43;2;10;2;317
734;1;78;10879264;10;0;43;0;317
735;1;78;91258223;23;3;28;3;318
736;1;78;91258223;28;0;23;0;318
737;1;78;28041789;20;2;23;2;319
738;1;78;28041789;23;0;20;0;319
739;1;78;42642374;40;1;21;1;320
740;1;78;42642374;21;0;40;0;320
741;1;78;12754217;12;1;37;1;321
742;1;78;12754217;37;0;12;0;321
743;1;78;38030189;37;1;26;1;322
744;1;78;38030189;26;0;37;0;322
745;1;78;18562123;39;1;7;1;323
746;1;78;18562123;7;0;39;0;323
747;1;78;63092441;21;1;22;1;324
748;1;78;63092441;22;0;21;0;324
749;1;78;47675785;39;1;26;1;325
750;1;78;47675785;26;0;39;0;325
751;1;78;1038735;8;2;36;2;326
752;1;78;1038735;36;0;8;0;326
753;1;78;5901360;43;1;12;1;327
754;1;78;5901360;12;0;43;0;327
755;1;78;22468226;35;1;30;1;328
756;1;78;22468226;30;0;35;0;328
757;1;78;49518872;9;2;11;2;329
758;1;78;49518872;11;0;9;0;329
759;1;78;49175895;37;1;26;1;330
760;1;78;49175895;26;0;37;0;330
761;1;78;14419407;24;2;13;2;331
762;1;78;14419407;13;0;24;0;331
763;1;78;23475455;2;3;5;3;332
764;1;78;23475455;5;0;2;0;332
765;1;78;48437189;44;2;13;2;333
766;1;78;48437189;13;0;44;0;333
767;1;78;33059625;39;1;28;1;334
768;1;78;33059625;28;0;39;0;334
769;1;78;59513980;43;2;33;2;335
770;1;78;59513980;33;0;43;0;335
771;1;78;86377797;2;2;9;2;336
772;1;78;86377797;9;0;2;0;336
773;1;78;86478326;43;2;27;2;337
774;1;78;86478326;27;0;43;0;337
775;1;78;62731639;16;3;26;3;338
776;1;78;62731639;26;0;16;0;338
777;1;78;50677518;43;1;36;1;339
778;1;78;50677518;36;0;43;0;339
779;1;78;63349791;22;3;14;3;340
780;1;78;63349791;14;0;22;0;340
781;1;78;45026628;25;1;23;1;341
782;1;78;45026628;23;0;25;0;341
783;1;78;32389295;8;3;40;3;342
784;1;78;32389295;40;0;8;0;342
785;1;78;11410385;24;2;47;2;343
786;1;78;11410385;47;0;24;0;343
787;1;78;46218775;29;1;38;1;344
788;1;78;46218775;38;0;29;0;344
789;1;78;992144;43;1;49;1;345
790;1;78;992144;49;0;43;0;345
791;1;78;48397668;18;2;12;2;346
792;1;78;48397668;12;0;18;0;346
793;1;78;18624259;6;1;1;1;347
794;1;78;18624259;1;0;6;0;347
795;1;78;4766054;7;3;18;3;348
