TID;Day;Time;Value;FromParticipantId;FromAccountId;ToParticipantId;ToAccountId;Linkcode
192;1;1046;35967747;20;0;15;0;46
193;1;318;11100885;25;3;7;3;47
194;1;1399;11100885;7;0;25;0;47
195;1;610;50767581;14;1;8;1;48
196;1;225;50767581;8;0;14;0;48
197;1;721;46129528;4;3;2;3;49
198;1;1117;46129528;2;0;4;0;49
199;1;1025;4607061;16;2;23;2;50
200;1;279;4607061;23;0;16;0;50
201;1;566;8817565;24;2;19;2;51
202;1;1403;8817565;19;0;24;0;51
203;1;877;77145308;24;2;19;2;52
204;1;422;77145308;19;0;24;0;52
205;1;1055;10966495;6;2;11;2;53
206;1;217;10966495;11;0;6;0;53
207;1;1357;12353558;6;3;23;3;54
208;1;487;12353558;23;0;6;0;54
209;1;406;72990344;13;1;3;1;55
210;1;1376;72990344;3;0;13;0;55
211;1;1413;92673681;16;2;3;2;56
212;1;829;92673681;3;0;16;0;56
213;1;142;40173242;2;1;10;1;57
214;1;691;40173242;10;0;2;0;57
215;1;936;22380902;8;3;16;3;58
216;1;403;22380902;16;0;8;0;58
217;1;561;27113699;17;1;23;1;59
218;1;976;27113699;23;0;17;0;59
219;1;1300;52623589;3;2;16;2;60
220;1;1411;52623589;16;0;3;0;60
221;1;1440;37042024;10;3;16;3;61
222;1;552;37042024;16;0;10;0;61
223;1;242;46563925;23;1;13;1;62
224;1;721;46563925;13;0;23;0;62
225;1;982;22898030;1;1;20;1;63
226;1;641;22898030;20;0;1;0;63
227;1;360;47102455;14;2;10;2;64
228;1;468;47102455;10;0;14;0;64
229;1;674;15309793;18;1;7;1;65
230;1;42;15309793;7;0;18;0;65
231;1;1340;57804168;5;1;18;1;66
232;1;1278;57804168;18;0;5;0;66
233;1;1145;19354373;7;1;3;1;67
234;1;1440;19354373;3;0;7;0;67
235;1;16;95347201;24;3;11;3;68
236;1;1408;95347201;11;0;24;0;68
237;1;830;24103531;4;1;21;1;69
238;1;1003;24103531;21;0;4;0;69
239;1;369;7709411;22;3;10;3;70
240;1;1086;7709411;10;0;22;0;70
241;1;1119;59376032;2;1;17;1;71
242;1;1032;59376032;17;0;2;0;71
243;1;1315;90945219;18;1;6;1;72
244;1;206;90945219;6;0;18;0;72
245;1;1091;91470884;24;1;12;1;73
246;1;174;91470884;12;0;24;0;73
247;1;392;18019841;8;3;19;3;74
248;1;562;18019841;19;0;8;0;74
249;1;346;41481690;5;3;6;3;75
250;1;1038;41481690;6;0;5;0;75
251;1;618;40397998;16;1;4;1;76
252;1;744;40397998;4;0;16;0;76
253;1;449;31870840;11;1;14;1;77
254;1;1116;31870840;14;0;11;0;77
255;1;173;33705134;23;2;15;2;78
256;1;573;33705134;15;0;23;0;78
257;1;1096;43468242;2;1;17;1;79
258;1;146;43468242;17;0;2;0;79
259;1;114;41319495;25;2;10;2;80
260;1;744;41319495;10;0;25;0;80
261;1;1197;12824041;24;3;12;3;81
262;1;241;12824041;12;0;24;0;81
263;1;516;53834098;9;1;25;1;82
264;1;1343;53834098;25;0;9;0;82
265;1;635;65266603;7;3;12;3;83
266;1;292;65266603;12;0;7;0;83
267;1;829;6157659;22;3;10;3;84
268;1;602;6157659;10;0;22;0;84
269;1;305;54102054;14;1;19;1;85
270;1;738;54102054;19;0;14;0;85
271;1;1309;99349046;16;1;20;1;86
272;1;259;99349046;20;0;16;0;86
273;1;694;48530055;19;3;14;3;87
274;1;679;48530055;14;0;19;0;87
275;1;598;45464457;25;3;17;3;88
276;1;581;45464457;17;0;25;0;88
277;1;120;58733978;18;1;21;1;89
278;1;1116;58733978;21;0;18;0;89
279;1;677;99693386;15;2;1;2;90
280;1;253;99693386;1;0;15;0;90
281;1;777;39967041;13;2;14;2;91
282;1;687;39967041;14;0;13;0;91
283;1;178;95467411;23;1;6;1;92
284;1;603;95467411;6;0;23;0;92
285;1;1020;55852471;19;3;9;3;93
286;1;532;55852471;9;0;19;0;93
287;1;651;91741333;25;2;3;2;94
288;1;1369;91741333;3;0;25;0;94
289;1;72;54950765;15;1;18;1;95
290;1;350;54950765;18;0;15;0;95
291;1;613;83967158;24;1;22;1;96
292;1;719;83967158;22;0;24;0;96
293;1;991;33270817;15;2;1;2;97
294;1;378;33270817;1;0;15;0;97
295;1;959;43732024;4;1;8;1;98
296;1;1040;43732024;8;0;4;0;98
297;1;755;42487952;23;1;9;1;99
298;1;1390;42487952;9;0;23;0;99
299;1;455;411002;19;2;13;2;100
300;1;273;411002;13;0;19;0;100
301;1;1160;43389903;23;1;3;1;101
302;1;95;43389903;3;0;23;0;101
303;1;969;36805189;10;2;2;2;102
304;1;772;36805189;2;0;10;0;102
305;1;548;63824043;20;2;18;2;103
306;1;706;63824043;18;0;20;0;103
307;1;717;9273585;22;3;6;3;104
308;1;257;9273585;6;0;22;0;104
309;1;1194;11319879;11;2;24;2;105
310;1;367;11319879;24;0;11;0;105
311;1;279;33717319;5;2;1;2;106
312;1;1333;33717319;1;0;5;0;106
313;1;646;79086629;17;1;14;1;107
314;1;1000;79086629;14;0;17;0;107
315;1;1180;30303724;20;2;8;2;108
316;1;544;30303724;8;0;20;0;108
317;1;50;27096684;9;2;23;2;109
318;1;745;27096684;23;0;9;0;109
319;1;208;25395183;25;3;11;3;110
320;1;1078;25395183;11;0;25;0;110
321;1;1025;84110743;5;2;10;2;111
322;1;114;84110743;10;0;5;0;111
323;1;412;68156727;14;3;6;3;112
324;1;609;68156727;6;0;14;0;112
325;1;1404;79799648;25;2;7;2;113
326;1;971;79799648;7;0;25;0;113
327;1;955;71062210;13;2;6;2;114
328;1;599;71062210;6;0;13;0;114
329;1;742;82247837;8;3;14;3;115
330;1;637;82247837;14;0;8;0;115
331;1;971;46671286;18;1;12;1;116
332;1;601;46671286;12;0;18;0;116
333;1;1041;19851943;21;1;2;1;117
334;1;838;19851943;2;0;21;0;117
335;1;283;89774430;4;2;25;2;118
336;1;1413;89774430;25;0;4;0;118
337;1;37;14776768;14;3;13;3;119
338;1;1390;14776768;13;0;14;0;119
339;1;1189;55154901;22;2;1;2;120
340;1;699;55154901;1;0;22;0;120
341;1;1140;64532223;7;3;9;3;121
342;1;508;64532223;9;0;7;0;121
343;1;1145;76936268;1;3;13;3;122
344;1;1044;76936268;13;0;1;0;122
345;1;243;27085524;24;3;4;3;123
346;1;923;27085524;4;0;24;0;123
347;1;1203;45626585;19;1;25;1;124
348;1;310;45626585;25;0;19;0;124
349;1;1294;29948158;21;3;22;3;125
350;1;74;29948158;22;0;21;0;125
351;1;1205;57417659;16;3;4;3;126
352;1;707;57417659;4;0;16;0;126
353;1;1022;95675236;14;1;19;1;127
354;1;856;95675236;19;0;14;0;127
355;1;156;89773707;22;1;20;1;128
356;1;162;89773707;20;0;22;0;128
357;1;210;46996833;2;3;5;3;129
358;1;221;46996833;5;0;2;0;129
359;1;274;49051612;24;2;11;2;130
360;1;1002;49051612;11;0;24;0;130
361;1;763;57393341;6;1;8;1;131
362;1;530;57393341;8;0;6;0;131
363;1;1398;15249166;20;2;23;2;132
364;1;741;15249166;23;0;20;0;132
365;1;811;78457444;21;2;20;2;133
366;1;1365;78457444;20;0;21;0;133
367;1;900;50705042;6;2;16;2;134
368;1;1422;50705042;16;0;6;0;134
369;1;779;50706319;2;3;24;3;135
370;1;479;50706319;24;0;2;0;135
371;1;261;85443278;20;3;1;3;136
372;1;75;85443278;1;0;20;0;136
373;1;927;95810301;1;3;6;3;137
374;1;633;95810301;6;0;1;0;137
375;1;200;91410775;4;3;13;3;138
376;1;1013;91410775;13;0;4;0;138
377;1;1319;14009765;13;3;21;3;139
378;1;1248;14009765;21;0;13;0;139
379;1;496;29301846;16;1;1;1;140
380;1;1124;29301846;1;0;16;0;140
381;1;764;89786056;19;2;4;2;141
382;1;845;89786056;4;0;19;0;141
383;1;623;47152634;14;3;16;3;142
384;1;336;47152634;16;0;14;0;142
385;1;160;73453000;18;2;20;2;143
386;1;1297;73453000;20;0;18;0;143
387;1;244;27283203;12;3;4;3;144
388;1;9;27283203;4;0;12;0;144
389;1;642;74387977;25;2;23;2;145
390;1;778;74387977;23;0;25;0;145
391;1;690;87726233;7;2;1;2;146
392;1;768;87726233;1;0;7;0;146
393;1;9;34965034;15;3;22;3;147
394;1;1029;34965034;22;0;15;0;147
395;1;670;14846241;19;1;20;1;148
396;1;512;14846241;20;0;19;0;148
397;1;162;24338260;25;3;12;3;149
398;1;1097;24338260;12;0;25;0;149
399;1;339;18587776;7;3;11;3;150
400;1;156;18587776;11;0;7;0;150
401;1;1123;12776535;18;3;1;3;151
402;1;109;12776535;1;0;18;0;151
403;1;668;16696198;20;3;1;3;152
404;1;726;16696198;1;0;20;0;152
405;1;1298;7284174;18;1;25;1;153
406;1;777;7284174;25;0;18;0;153
407;1;354;78950261;9;1;10;1;154
408;1;976;78950261;10;0;9;0;154
409;1;1178;72554725;17;3;6;3;155
410;1;1266;72554725;6;0;17;0;155
411;1;676;81821898;1;2;4;2;156
412;1;673;81821898;4;0;1;0;156
413;1;728;14632963;11;1;24;1;157
414;1;724;14632963;24;0;11;0;157
415;1;92;57022179;21;1;13;1;158
416;1;386;57022179;13;0;21;0;158
417;1;1387;38956028;22;3;18;3;159
418;1;300;38956028;18;0;22;0;159
419;1;1205;16354396;17;2;12;2;160
420;1;740;16354396;12;0;17;0;160
421;1;1101;86506154;4;2;3;2;161
422;1;1006;86506154;3;0;4;0;161
423;1;887;85177500;2;3;16;3;162
424;1;406;85177500;16;0;2;0;162
425;1;1300;16489690;10;1;23;1;163
426;1;148;16489690;23;0;10;0;163
427;1;281;15640376;3;2;9;2;164
428;1;1022;15640376;9;0;3;0;164
429;1;975;72077865;15;3;9;3;165
430;1;1002;72077865;9;0;15;0;165
431;1;910;16222576;23;1;17;1;166
432;1;41;16222576;17;0;23;0;166
433;1;192;37258559;10;2;21;2;167
434;1;1393;37258559;21;0;10;0;167
435;1;1362;94689298;23;3;24;3;168
436;1;1149;94689298;24;0;23;0;168
437;1;567;903369;3;3;13;3;169
438;1;772;903369;13;0;3;0;169
439;1;753;43267230;24;2;21;2;170
440;1;707;43267230;21;0;24;0;170
441;1;1232;60059108;25;2;2;2;171
442;1;229;60059108;2;0;25;0;171
443;1;597;72019514;6;1;9;1;172
444;1;1005;72019514;9;0;6;0;172
445;1;368;16237303;1;2;14;2;173
446;1;88;16237303;14;0;1;0;173
447;1;575;17950056;24;1;23;1;174
448;1;99;17950056;23;0;24;0;174
449;1;513;2408077;4;3;18;3;175
450;1;25;2408077;18;0;4;0;175
451;1;1106;1640314;9;3;22;3;176
452;1;1062;1640314;22;0;9;0;176
453;1;878;2750411;16;1;4;1;177
454;1;677;2750411;4;0;16;0;177
455;1;841;65411491;1;3;4;3;178
456;1;57;65411491;4;0;1;0;178
457;1;222;26223572;16;2;19;2;179
458;1;233;26223572;19;0;16;0;179
459;1;1407;33317657;25;1;14;1;180
460;1;201;33317657;14;0;25;0;180
461;1;1366;10581976;16;1;4;1;181
462;1;503;10581976;4;0;16;0;181
463;1;1100;27605084;18;1;10;1;182
464;1;944;27605084;10;0;18;0;182
465;1;1321;74278948;4;2;16;2;183
466;1;1077;74278948;16;0;4;0;183
467;1;1001;26238351;9;3;16;3;184
468;1;521;26238351;16;0;9;0;184
469;1;631;97718913;7;1;14;1;185
470;1;615;97718913;14;0;7;0;185
471;1;685;52675008;12;1;17;1;186
472;1;996;52675008;17;0;12;0;186
473;1;444;62632946;2;1;6;1;187
474;1;892;62632946;6;0;2;0;187
475;1;178;52212319;13;3;5;3;188
476;1;243;52212319;5;0;13;0;188
477;1;830;67611224;17;2;7;2;189
478;1;821;67611224;7;0;17;0;189
479;1;260;79644092;15;3;13;3;190
480;1;113;79644092;13;0;15;0;190
481;1;1275;17222755;10;3;18;3;191
482;1;562;17222755;18;0;10;0;191
483;1;763;26777795;17;3;24;3;192
484;1;544;26777795;24;0;17;0;192
485;1;672;47336990;20;3;8;3;193
486;1;400;47336990;8;0;20;0;193
487;1;1291;98104255;11;1;9;1;194
488;1;758;98104255;9;0;11;0;194
489;1;392;36472636;21;2;15;2;195
490;1;189;36472636;15;0;21;0;195
491;1;1251;58725594;25;1;15;1;196
492;1;805;58725594;15;0;25;0;196
493;1;604;37541700;10;1;3;1;197
494;1;891;37541700;3;0;10;0;197
495;1;745;97438233;17;3;7;3;198
496;1;242;97438233;7;0;17;0;198
497;1;875;66795560;18;3;2;3;199
498;1;1124;66795560;2;0;18;0;199
499;1;181;83975918;23;1;11;1;200
500;1;625;83975918;11;0;23;0;200
501;1;1225;94377810;4;2;13;2;201
502;1;862;94377810;13;0;4;0;201
503;1;709;21767047;14;1;3;1;202
504;1;1411;21767047;3;0;14;0;202
505;1;959;10153117;4;2;18;2;203
506;1;335;10153117;18;0;4;0;203
507;1;231;89504535;1;2;2;2;204
508;1;1218;89504535;2;0;1;0;204
509;1;1332;59440705;3;3;22;3;205
510;1;1016;59440705;22;0;3;0;205
511;1;1128;12832195;13;1;18;1;206
512;1;876;12832195;18;0;13;0;206
513;1;121;64937951;12;3;1;3;207
514;1;1387;64937951;1;0;12;0;207
515;1;1058;83241545;18;3;5;3;208
516;1;536;83241545;5;0;18;0;208
517;1;846;3677461;5;1;3;1;209
518;1;904;3677461;3;0;5;0;209
519;1;653;46321455;7;1;18;1;210
520;1;1003;46321455;18;0;7;0;210
521;1;706;81058953;14;1;24;1;211
522;1;1349;81058953;24;0;14;0;211
523;1;1164;49267881;20;1;16;1;212
524;1;450;49267881;16;0;20;0;212
525;1;514;98953718;18;3;2;3;213
526;1;1407;98953718;2;0;18;0;213
527;1;961;96946335;25;1;19;1;214
528;1;343;96946335;19;0;25;0;214
529;1;975;53675747;21;1;15;1;215
530;1;177;53675747;15;0;21;0;215
531;1;74;30198597;23;3;3;3;216
532;1;420;30198597;3;0;23;0;216
533;1;1264;19413095;12;3;9;3;217
534;1;228;19413095;9;0;12;0;217
535;1;570;60247422;21;3;17;3;218
536;1;864;60247422;17;0;21;0;218
537;1;529;44688316;24;1;6;1;219
538;1;835;44688316;6;0;24;0;219
539;1;845;73684436;22;1;9;1;220
540;1;1118;73684436;9;0;22;0;220
541;1;986;49259939;9;1;1;1;221
542;1;876;49259939;1;0;9;0;221
543;1;367;33717391;12;2;20;2;222
544;1;355;33717391;20;0;12;0;222
545;1;125;67017045;7;2;10;2;223
546;1;341;67017045;10;0;7;0;223
547;1;948;78352605;13;2;23;2;224
548;1;252;78352605;23;0;13;0;224
549;1;1202;72658221;17;3;19;3;225
550;1;1416;72658221;19;0;17;0;225
551;1;195;97246022;22;1;25;1;226
552;1;705;97246022;25;0;22;0;226
553;1;490;70124984;19;1;13;1;227
554;1;573;70124984;13;0;19;0;227
555;1;1383;95461449;12;1;25;1;228
556;1;1022;95461449;25;0;12;0;228
557;1;1082;17308575;22;2;12;2;229
558;1;425;17308575;12;0;22;0;229
559;1;1294;56205134;21;3;5;3;230
560;1;493;56205134;5;0;21;0;230
561;1;595;95897811;15;2;20;2;231
562;1;32;95897811;20;0;15;0;231
563;1;799;22860737;2;2;25;2;232
564;1;814;22860737;25;0;2;0;232
565;1;307;46895711;13;1;2;1;233
566;1;31;46895711;2;0;13;0;233
567;1;863;36311520;21;3;15;3;234
568;1;144;36311520;15;0;21;0;234
569;1;993;40291215;2;3;14;3;235
570;1;688;40291215;14;0;2;0;235
571;1;363;35589706;14;1;21;1;236
572;1;464;35589706;21;0;14;0;236
573;1;628;12651822;22;3;8;3;237
574;1;695;12651822;8;0;22;0;237
575;1;166;39482124;8;3;22;3;238
576;1;1042;39482124;22;0;8;0;238
577;1;1083;13556056;22;1;20;1;239
578;1;1400;13556056;20;0;22;0;239
579;1;539;4774114;25;3;9;3;240
580;1;1121;4774114;9;0;25;0;240
581;1;1399;38071288;5;1;16;1;241
582;1;760;38071288;16;0;5;0;241
583;1;779;36001096;21;1;5;1;242
584;1;505;36001096;5;0;21;0;242
585;1;1258;71348808;22;1;10;1;243
586;1;1346;71348808;10;0;22;0;243
587;1;296;82292804;24;2;6;2;244
588;1;1000;82292804;6;0;24;0;244
589;1;229;61895573;14;2;2;2;245
590;1;1416;61895573;2;0;14;0;245
591;1;848;62929378;9;1;12;1;246
592;1;1438;62929378;12;0;9;0;246
593;1;1301;95997167;17;2;19;2;247
594;1;579;95997167;19;0;17;0;247
595;1;944;49968364;21;2;2;2;248
596;1;249;49968364;2;0;21;0;248
597;1;210;83316691;12;2;8;2;249
598;1;1065;83316691;8;0;12;0;249
599;1;1015;34301543;24;1;20;1;250
600;1;1290;34301543;20;0;24;0;250
601;1;1302;92848472;8;1;17;1;251
602;1;339;92848472;17;0;8;0;251
603;1;337;40120296;21;1;19;1;252
604;1;1038;40120296;19;0;21;0;252
605;1;410;4412767;1;1;6;1;253
606;1;709;4412767;6;0;1;0;253
607;1;646;39122384;5;3;10;3;254
608;1;421;39122384;10;0;5;0;254
609;1;813;27838994;1;3;24;3;255
610;1;763;27838994;24;0;1;0;255
611;1;1070;40456014;1;3;18;3;256
612;1;1023;40456014;18;0;1;0;256
613;1;1195;67500352;3;1;14;1;257
614;1;245;67500352;14;0;3;0;257
615;1;1419;39780601;14;1;9;1;258
616;1;411;39780601;9;0;14;0;258
617;1;267;4062080;14;1;9;1;259
618;1;342;4062080;9;0;14;0;259
619;1;25;59553834;14;3;3;3;260
620;1;221;59553834;3;0;14;0;260
621;1;413;11880742;23;3;12;3;261
622;1;1288;11880742;12;0;23;0;261
623;1;638;62627071;2;3;16;3;262
624;1;59;62627071;16;0;2;0;262
625;1;167;32711741;7;2;13;2;263
626;1;927;32711741;13;0;7;0;263
627;1;716;99385284;7;3;21;3;264
628;1;276;99385284;21;0;7;0;264
629;1;1269;10560121;8;1;22;1;265
630;1;694;10560121;22;0;8;0;265
631;1;1049;10799181;4;3;13;3;266
632;1;1187;10799181;13;0;4;0;266
633;1;40;58134302;19;3;16;3;267
634;1;347;58134302;16;0;19;0;267
635;1;520;79175718;20;1;16;1;268
636;1;56;79175718;16;0;20;0;268
637;1;173;35882486;10;1;11;1;269
638;1;1287;35882486;11;0;10;0;269
639;1;938;35465714;7;2;6;2;270
640;1;742;35465714;6;0;7;0;270
641;1;560;92995354;10;2;15;2;271
642;1;95;92995354;15;0;10;0;271
643;1;1406;56063364;15;2;16;2;272
644;1;820;56063364;16;0;15;0;272
645;1;955;16420796;8;3;22;3;273
646;1;1195;16420796;22;0;8;0;273
647;1;415;82397381;5;2;6;2;274
648;1;286;82397381;6;0;5;0;274
649;1;212;81550058;16;2;23;2;275
650;1;1381;81550058;23;0;16;0;275
651;1;312;76862133;5;3;19;3;276
652;1;1061;76862133;19;0;5;0;276
653;1;817;32352269;2;2;22;2;277
654;1;441;32352269;22;0;2;0;277
655;1;31;50186573;19;1;4;1;278
656;1;97;50186573;4;0;19;0;278
657;1;365;67819485;15;3;3;3;279
658;1;1038;67819485;3;0;15;0;279
659;1;841;5709313;5;1;25;1;280
660;1;137;5709313;25;0;5;0;280
661;1;1048;19443593;19;3;23;3;281
662;1;738;19443593;23;0;19;0;281
663;1;667;58457324;25;1;13;1;282
664;1;1000;58457324;13;0;25;0;282
665;1;129;79335304;2;1;22;1;283
666;1;872;79335304;22;0;2;0;283
667;1;1370;45772870;22;3;14;3;284
668;1;757;45772870;14;0;22;0;284
669;1;198;23825996;1;1;12;1;285
670;1;1295;23825996;12;0;1;0;285
671;1;240;61910546;14;1;15;1;286
672;1;1051;61910546;15;0;14;0;286
673;1;1389;21706290;9;2;18;2;287
674;1;101;21706290;18;0;9;0;287
675;1;795;78873044;6;1;1;1;288
676;1;777;78873044;1;0;6;0;288
677;1;234;99025855;24;1;14;1;289
678;1;177;99025855;14;0;24;0;289
679;1;792;78023723;25;1;4;1;290
680;1;90;78023723;4;0;25;0;290
681;1;1296;35474784;15;3;9;3;291
682;1;174;35474784;9;0;15;0;291
683;1;153;51008191;17;2;20;2;292
684;1;792;51008191;20;0;17;0;292
685;1;1414;81811626;17;3;6;3;293
686;1;246;81811626;6;0;17;0;293
687;1;882;37043614;24;3;4;3;294
688;1;1344;37043614;4;0;24;0;294
689;1;923;17000206;14;3;21;3;295
690;1;388;17000206;21;0;14;0;295
691;1;792;68602303;17;3;18;3;296
692;1;1173;68602303;18;0;17;0;296
693;1;911;85278221;21;1;11;1;297
694;1;1112;85278221;11;0;21;0;297
695;1;1049;23166825;7;1;23;1;298
696;1;864;23166825;23;0;7;0;298
697;1;376;33183421;10;1;17;1;299
698;1;1281;33183421;17;0;10;0;299
699;1;864;50083265;2;3;7;3;300
700;1;767;50083265;7;0;2;0;300
701;1;1090;51196965;1;2;17;2;301
702;1;315;51196965;17;0;1;0;301
703;1;623;90721875;1;3;11;3;302
704;1;283;90721875;11;0;1;0;302
705;1;1087;47084507;9;2;5;2;303
706;1;619;47084507;5;0;9;0;303
707;1;103;92669728;6;1;20;1;304
708;1;304;92669728;20;0;6;0;304
709;1;67;59795214;12;1;16;1;305
710;1;667;59795214;16;0;12;0;305
711;1;1092;26392689;20;2;8;2;306
712;1;1183;26392689;8;0;20;0;306
713;1;930;32913341;6;2;2;2;307
714;1;262;32913341;2;0;6;0;307
715;1;927;78452890;20;2;6;2;308
716;1;824;78452890;6;0;20;0;308
717;1;1201;15211526;24;1;10;1;309
718;1;1360;15211526;10;0;24;0;309
719;1;1264;85460102;4;2;20;2;310
720;1;1411;85460102;20;0;4;0;310
721;1;613;72697477;4;3;17;3;311
722;1;147;72697477;17;0;4;0;311
723;1;1230;24658234;6;3;24;3;312
724;1;391;24658234;24;0;6;0;312
725;1;193;87706899;6;2;9;2;313
726;1;1126;87706899;9;0;6;0;313
727;1;1347;31027367;16;2;25;2;314
728;1;966;31027367;25;0;16;0;314
729;1;23;95244203;24;1;8;1;315
730;1;111;95244203;8;0;24;0;315
731;1;1119;49483062;25;1;12;1;316
732;1;445;49483062;12;0;25;0;316
733;1;464;49371643;23;2;12;2;317
734;1;436;49371643;12;0;23;0;317
735;1;141;4974353;7;3;19;3;318
736;1;1283;4974353;19;0;7;0;318
737;1;215;85185357;16;3;22;3;319
738;1;476;85185357;22;0;16;0;319
739;1;176;1372516;24;1;9;1;320
740;1;1350;1372516;9;0;24;0;320
741;1;234;43332747;3;1;18;1;321
742;1;828;43332747;18;0;3;0;321
743;1;756;70689334;10;3;16;3;322
744;1;1272;70689334;16;0;10;0;322
745;1;520;22039293;10;1;21;1;323
746;1;1165;22039293;21;0;10;0;323
747;1;1428;58610897;25;2;15;2;324
748;1;1283;58610897;15;0;25;0;324
749;1;1013;13922891;2;3;21;3;325
750;1;119;13922891;21;0;2;0;325
751;1;1131;27770157;13;2;9;2;326
752;1;673;27770157;9;0;13;0;326
753;1;26;44287457;5;1;3;1;327
754;1;1244;44287457;3;0;5;0;327
755;1;971;2571568;13;2;24;2;328
756;1;660;2571568;24;0;13;0;328
757;1;472;6533752;11;1;20;1;329
758;1;1126;6533752;20;0;11;0;329
759;1;857;68285785;13;2;12;2;330
760;1;572;68285785;12;0;13;0;330
761;1;1312;8694352;1;1;6;1;331
762;1;722;8694352;6;0;1;0;331
763;1;393;50247986;23;2;15;2;332
764;1;28;50247986;15;0;23;0;332
765;1;634;39071089;9;1;19;1;333
766;1;837;39071089;19;0;9;0;333
767;1;680;76371485;8;3;25;3;334
768;1;545;76371485;25;0;8;0;334
769;1;312;94735144;19;1;16;1;335
770;1;679;94735144;16;0;19;0;335
771;1;576;49078017;11;1;13;1;336
772;1;847;49078017;13;0;11;0;336
773;1;1428;57432799;5;2;13;2;337
774;1;195;57432799;13;0;5;0;337
775;1;427;80004399;21;1;20;1;338
776;1;910;80004399;20;0;21;0;338
777;1;246;67072829;20;3;2;3;339
778;1;1142;67072829;2;0;20;0;339
779;1;1237;80707244;19;1;16;1;340
780;1;1119;80707244;16;0;19;0;340
781;1;559;575254;11;3;13;3;341
782;1;1104;575254;13;0;11;0;341
783;1;437;83278454;7;3;2;3;342
784;1;847;83278454;2;0;7;0;342
785;1;546;74426924;14;3;20;3;343
