TID;Day;Time;Value;FromParticipantId;FromAccountId;ToParticipantId;ToAccountId;Linkcode
308;1;54;93979571;44;0;17;0;104
309;1;373;30378564;14;3;46;3;105
310;1;399;30378564;46;0;14;0;105
311;1;400;96401657;17;3;18;3;106
312;1;504;96401657;18;0;17;0;106
313;1;1294;44778291;14;2;5;2;107
314;1;563;44778291;5;0;14;0;107
315;1;1177;94929466;50;2;34;2;108
316;1;599;94929466;34;0;50;0;108
317;1;659;77822337;12;1;25;1;109
318;1;1146;77822337;25;0;12;0;109
319;1;458;44734257;50;2;36;2;110
320;1;126;44734257;36;0;50;0;110
321;1;1285;59587118;16;2;10;2;111
322;1;621;59587118;10;0;16;0;111
323;1;438;89408381;13;1;6;1;112
324;1;1376;89408381;6;0;13;0;112
325;1;1396;87275608;33;1;48;1;113
326;1;1017;87275608;48;0;33;0;113
327;1;733;57081916;35;1;48;1;114
328;1;871;57081916;48;0;35;0;114
329;1;1422;2179772;11;1;35;1;115
330;1;1004;2179772;35;0;11;0;115
331;1;622;137730;37;3;13;3;116
332;1;704;137730;13;0;37;0;116
333;1;668;50862341;10;2;21;2;117
334;1;581;50862341;21;0;10;0;117
335;1;431;37428705;43;2;10;2;118
336;1;1255;37428705;10;0;43;0;118
337;1;1394;28049204;49;2;27;2;119
338;1;322;28049204;27;0;49;0;119
339;1;513;30397568;28;1;15;1;120
340;1;524;30397568;15;0;28;0;120
341;1;397;36064400;46;1;36;1;121
342;1;752;36064400;36;0;46;0;121
343;1;786;81088789;20;2;49;2;122
344;1;489;81088789;49;0;20;0;122
345;1;1264;67712962;49;3;25;3;123
346;1;239;67712962;25;0;49;0;123
347;1;410;80725564;4;2;17;2;124
348;1;112;80725564;17;0;4;0;124
349;1;1061;22790575;2;2;47;2;125
350;1;757;22790575;47;0;2;0;125
351;1;605;40674154;1;1;24;1;126
352;1;721;40674154;24;0;1;0;126
353;1;879;17259528;43;1;12;1;127
354;1;798;17259528;12;0;43;0;127
355;1;1364;65216222;3;1;12;1;128
356;1;1376;65216222;12;0;3;0;128
357;1;194;6270341;34;2;28;2;129
358;1;888;6270341;28;0;34;0;129
359;1;1380;31942578;48;2;17;2;130
360;1;1302;31942578;17;0;48;0;130
361;1;1099;69172826;8;3;36;3;131
362;1;1213;69172826;36;0;8;0;131
363;1;1403;76590782;34;2;18;2;132
364;1;523;76590782;18;0;34;0;132
365;1;1146;69008042;1;3;7;3;133
366;1;1286;69008042;7;0;1;0;133
367;1;287;60519795;22;2;3;2;134
368;1;1223;60519795;3;0;22;0;134
369;1;1029;60646012;40;1;16;1;135
370;1;1234;60646012;16;0;40;0;135
371;1;246;84780334;26;2;33;2;136
372;1;1394;84780334;33;0;26;0;136
373;1;778;75063609;33;3;36;3;137
374;1;227;75063609;36;0;33;0;137
375;1;1068;75141166;32;2;26;2;138
376;1;678;75141166;26;0;32;0;138
377;1;1363;43147284;6;2;40;2;139
378;1;536;43147284;40;0;6;0;139
379;1;927;29840573;44;1;37;1;140
380;1;729;29840573;37;0;44;0;140
381;1;60;21020351;30;3;27;3;141
382;1;307;21020351;27;0;30;0;141
383;1;328;33340785;12;1;26;1;142
384;1;72;33340785;26;0;12;0;142
385;1;803;13571689;43;2;42;2;143
386;1;1170;13571689;42;0;43;0;143
387;1;61;1064701;25;3;28;3;144
388;1;1172;1064701;28;0;25;0;144
389;1;1225;42596513;31;2;18;2;145
390;1;312;42596513;18;0;31;0;145
391;1;939;83760219;48;3;1;3;146
392;1;771;83760219;1;0;48;0;146
393;1;817;45944195;1;3;34;3;147
394;1;229;45944195;34;0;1;0;147
395;1;131;10999245;37;2;21;2;148
396;1;1190;10999245;21;0;37;0;148
397;1;265;66258680;28;1;31;1;149
398;1;1323;66258680;31;0;28;0;149
399;1;256;41015945;25;2;37;2;150
400;1;346;41015945;37;0;25;0;150
401;1;42;87975027;23;2;41;2;151
402;1;427;87975027;41;0;23;0;151
403;1;156;32593057;4;3;16;3;152
404;1;1012;32593057;16;0;4;0;152
405;1;764;50772758;7;1;31;1;153
406;1;666;50772758;31;0;7;0;153
407;1;864;57936618;12;2;44;2;154
408;1;1238;57936618;44;0;12;0;154
409;1;275;64147901;31;2;10;2;155
410;1;544;64147901;10;0;31;0;155
411;1;211;73712546;45;3;44;3;156
412;1;55;73712546;44;0;45;0;156
413;1;317;63031657;18;1;26;1;157
414;1;152;63031657;26;0;18;0;157
415;1;133;8034503;36;3;8;3;158
416;1;723;8034503;8;0;36;0;158
417;1;1099;42689076;16;2;2;2;159
418;1;986;42689076;2;0;16;0;159
419;1;1005;51415694;16;3;41;3;160
420;1;1252;51415694;41;0;16;0;160
421;1;280;73053660;8;2;31;2;161
422;1;1138;73053660;31;0;8;0;161
423;1;63;20678778;7;2;21;2;162
424;1;469;20678778;21;0;7;0;162
425;1;983;68941249;24;2;7;2;163
426;1;664;68941249;7;0;24;0;163
427;1;943;86052833;44;1;27;1;164
428;1;28;86052833;27;0;44;0;164
429;1;433;23062490;21;1;18;1;165
430;1;1234;23062490;18;0;21;0;165
431;1;1147;72547453;25;2;28;2;166
432;1;146;72547453;28;0;25;0;166
433;1;647;67750209;2;1;47;1;167
434;1;1434;67750209;47;0;2;0;167
435;1;948;64748555;20;2;3;2;168
436;1;80;64748555;3;0;20;0;168
437;1;930;35123471;6;3;29;3;169
438;1;74;35123471;29;0;6;0;169
439;1;40;4360382;40;3;36;3;170
440;1;692;4360382;36;0;40;0;170
441;1;525;9067785;21;3;33;3;171
442;1;736;9067785;33;0;21;0;171
443;1;196;82848051;24;2;40;2;172
444;1;968;82848051;40;0;24;0;172
445;1;864;2336677;26;1;28;1;173
446;1;797;2336677;28;0;26;0;173
447;1;395;86226891;41;3;23;3;174
448;1;1147;86226891;23;0;41;0;174
449;1;670;31670455;16;1;4;1;175
450;1;1183;31670455;4;0;16;0;175
451;1;265;83941321;35;1;46;1;176
452;1;259;83941321;46;0;35;0;176
453;1;701;12852588;50;3;28;3;177
454;1;278;12852588;28;0;50;0;177
455;1;507;97992444;19;3;45;3;178
456;1;1351;97992444;45;0;19;0;178
457;1;839;20478022;15;1;19;1;179
458;1;1408;20478022;19;0;15;0;179
459;1;598;34836371;14;1;4;1;180
460;1;332;34836371;4;0;14;0;180
461;1;233;18206571;8;1;17;1;181
462;1;1216;18206571;17;0;8;0;181
463;1;830;62109761;10;2;14;2;182
464;1;1030;62109761;14;0;10;0;182
465;1;51;55173665;13;2;4;2;183
466;1;725;55173665;4;0;13;0;183
467;1;762;71492906;39;1;17;1;184
468;1;1098;71492906;17;0;39;0;184
469;1;1208;10530090;49;3;29;3;185
470;1;1236;10530090;29;0;49;0;185
471;1;577;57289487;15;1;14;1;186
472;1;51;57289487;14;0;15;0;186
473;1;636;93524279;37;3;32;3;187
474;1;247;93524279;32;0;37;0;187
475;1;921;26167575;34;3;39;3;188
476;1;1289;26167575;39;0;34;0;188
477;1;268;12351535;13;1;46;1;189
478;1;1190;12351535;46;0;13;0;189
479;1;537;99278662;3;1;15;1;190
480;1;793;99278662;15;0;3;0;190
481;1;597;84967464;4;2;1;2;191
482;1;49;84967464;1;0;4;0;191
483;1;1019;31488132;13;1;45;1;192
484;1;1256;31488132;45;0;13;0;192
485;1;769;16468444;7;2;23;2;193
486;1;390;16468444;23;0;7;0;193
487;1;810;24164493;30;2;25;2;194
488;1;1172;24164493;25;0;30;0;194
489;1;1097;89363723;16;2;31;2;195
490;1;1131;89363723;31;0;16;0;195
491;1;1134;89487493;45;3;9;3;196
492;1;580;89487493;9;0;45;0;196
493;1;1362;78995774;28;2;4;2;197
494;1;999;78995774;4;0;28;0;197
495;1;1301;13727523;45;3;46;3;198
496;1;312;13727523;46;0;45;0;198
497;1;696;35555479;45;1;2;1;199
498;1;41;35555479;2;0;45;0;199
499;1;959;9443930;7;1;21;1;200
500;1;903;9443930;21;0;7;0;200
501;1;711;20584099;44;1;21;1;201
502;1;1093;20584099;21;0;44;0;201
503;1;738;99482355;18;2;6;2;202
504;1;882;99482355;6;0;18;0;202
505;1;1436;13208010;39;2;34;2;203
506;1;1154;13208010;34;0;39;0;203
507;1;317;78828840;27;2;39;2;204
508;1;837;78828840;39;0;27;0;204
509;1;47;1964150;9;3;39;3;205
510;1;1374;1964150;39;0;9;0;205
511;1;6;3267620;43;1;50;1;206
512;1;1001;3267620;50;0;43;0;206
513;1;842;27114961;45;2;43;2;207
514;1;908;27114961;43;0;45;0;207
515;1;1091;98880609;33;3;8;3;208
516;1;452;98880609;8;0;33;0;208
517;1;188;94157237;37;1;50;1;209
518;1;361;94157237;50;0;37;0;209
519;1;364;47225817;49;3;37;3;210
520;1;1317;47225817;37;0;49;0;210
521;1;1240;14502943;38;2;41;2;211
522;1;109;14502943;41;0;38;0;211
523;1;326;23352451;25;1;14;1;212
524;1;559;23352451;14;0;25;0;212
525;1;969;10899105;30;2;40;2;213
526;1;755;10899105;40;0;30;0;213
527;1;521;41375595;16;1;24;1;214
528;1;1076;41375595;24;0;16;0;214
529;1;277;27256241;44;1;20;1;215
530;1;855;27256241;20;0;44;0;215
531;1;1123;7875416;6;1;22;1;216
532;1;1288;7875416;22;0;6;0;216
533;1;1328;73846618;17;1;25;1;217
534;1;1250;73846618;25;0;17;0;217
535;1;1114;86729535;2;1;22;1;218
536;1;786;86729535;22;0;2;0;218
537;1;53;78348383;45;2;7;2;219
538;1;849;78348383;7;0;45;0;219
539;1;862;4732533;1;1;14;1;220
540;1;380;4732533;14;0;1;0;220
541;1;1417;32607992;38;1;19;1;221
542;1;272;32607992;19;0;38;0;221
543;1;696;73990657;41;2;3;2;222
544;1;87;73990657;3;0;41;0;222
545;1;1104;36188086;34;2;24;2;223
546;1;1355;36188086;24;0;34;0;223
547;1;232;80153622;29;2;26;2;224
548;1;1007;80153622;26;0;29;0;224
549;1;312;59278322;21;2;38;2;225
550;1;460;59278322;38;0;21;0;225
551;1;87;4154850;20;2;26;2;226
552;1;383;4154850;26;0;20;0;226
553;1;569;34493374;39;3;42;3;227
554;1;45;34493374;42;0;39;0;227
555;1;854;83427740;25;1;48;1;228
556;1;949;83427740;48;0;25;0;228
557;1;57;40297457;36;3;50;3;229
558;1;54;40297457;50;0;36;0;229
559;1;415;57282011;17;1;10;1;230
560;1;41;57282011;10;0;17;0;230
561;1;682;56479577;32;3;5;3;231
562;1;645;56479577;5;0;32;0;231
563;1;1077;61069121;5;3;15;3;232
564;1;184;61069121;15;0;5;0;232
565;1;141;200468;30;2;24;2;233
566;1;92;200468;24;0;30;0;233
567;1;539;89096541;11;3;7;3;234
568;1;41;89096541;7;0;11;0;234
569;1;1320;29555598;18;2;33;2;235
570;1;1366;29555598;33;0;18;0;235
571;1;1140;39702317;18;3;27;3;236
572;1;1154;39702317;27;0;18;0;236
573;1;638;64241919;32;2;38;2;237
574;1;606;64241919;38;0;32;0;237
575;1;1195;1653425;16;3;41;3;238
576;1;747;1653425;41;0;16;0;238
577;1;1246;668669;23;3;8;3;239
578;1;559;668669;8;0;23;0;239
579;1;1037;39158433;42;2;23;2;240
580;1;1032;39158433;23;0;42;0;240
581;1;1109;13109221;2;2;38;2;241
582;1;604;13109221;38;0;2;0;241
583;1;507;18537357;26;2;32;2;242
584;1;146;18537357;32;0;26;0;242
585;1;1146;28036327;46;2;27;2;243
586;1;1304;28036327;27;0;46;0;243
587;1;790;21580420;38;2;23;2;244
588;1;1028;21580420;23;0;38;0;244
589;1;1220;80496926;23;1;44;1;245
590;1;952;80496926;44;0;23;0;245
591;1;229;91923814;2;3;17;3;246
592;1;679;91923814;17;0;2;0;246
593;1;726;75754239;5;2;14;2;247
594;1;658;75754239;14;0;5;0;247
595;1;509;64381137;25;3;15;3;248
596;1;524;64381137;15;0;25;0;248
597;1;256;30796842;30;1;7;1;249
598;1;795;30796842;7;0;30;0;249
599;1;1318;29014486;41;2;23;2;250
600;1;37;29014486;23;0;41;0;250
601;1;107;83113535;6;3;49;3;251
602;1;1127;83113535;49;0;6;0;251
603;1;233;67676189;33;2;14;2;252
604;1;666;67676189;14;0;33;0;252
605;1;271;65579403;10;1;21;1;253
606;1;42;65579403;21;0;10;0;253
607;1;1041;74757243;40;2;37;2;254
608;1;1118;74757243;37;0;40;0;254
609;1;976;85008889;24;1;1;1;255
610;1;218;85008889;1;0;24;0;255
611;1;421;11791140;12;1;22;1;256
612;1;1413;11791140;22;0;12;0;256
613;1;1154;9676502;40;1;45;1;257
614;1;29;9676502;45;0;40;0;257
615;1;685;61840946;47;2;43;2;258
616;1;660;61840946;43;0;47;0;258
617;1;682;31018753;27;2;46;2;259
618;1;1099;31018753;46;0;27;0;259
619;1;1006;47720813;48;2;15;2;260
620;1;441;47720813;15;0;48;0;260
621;1;94;92231665;18;3;23;3;261
622;1;1145;92231665;23;0;18;0;261
623;1;261;68996421;48;1;43;1;262
624;1;190;68996421;43;0;48;0;262
625;1;896;82739930;38;3;10;3;263
626;1;1123;82739930;10;0;38;0;263
627;1;980;63337254;6;3;36;3;264
628;1;816;63337254;36;0;6;0;264
629;1;787;32970509;36;3;24;3;265
630;1;171;32970509;24;0;36;0;265
631;1;643;5330411;13;1;43;1;266
632;1;532;5330411;43;0;13;0;266
633;1;1144;88563456;36;2;32;2;267
634;1;575;88563456;32;0;36;0;267
635;1;456;49478690;47;1;2;1;268
636;1;923;49478690;2;0;47;0;268
637;1;1221;16255559;46;1;23;1;269
638;1;66;16255559;23;0;46;0;269
639;1;696;92783617;42;3;31;3;270
640;1;900;92783617;31;0;42;0;270
641;1;1034;17887892;28;3;46;3;271
642;1;679;17887892;46;0;28;0;271
643;1;1424;20762612;6;2;8;2;272
644;1;41;20762612;8;0;6;0;272
645;1;885;44627108;47;3;31;3;273
646;1;647;44627108;31;0;47;0;273
647;1;1011;39989171;19;2;44;2;274
648;1;1301;39989171;44;0;19;0;274
649;1;994;55111765;15;3;9;3;275
650;1;615;55111765;9;0;15;0;275
651;1;856;38841817;25;2;27;2;276
652;1;563;38841817;27;0;25;0;276
653;1;710;87840782;43;1;21;1;277
654;1;1412;87840782;21;0;43;0;277
655;1;45;89892532;12;1;29;1;278
656;1;558;89892532;29;0;12;0;278
657;1;1371;32946128;3;3;48;3;279
658;1;893;32946128;48;0;3;0;279
659;1;1338;87284353;49;1;17;1;280
660;1;383;87284353;17;0;49;0;280
661;1;359;51775058;3;3;13;3;281
662;1;433;51775058;13;0;3;0;281
663;1;81;25026464;28;1;45;1;282
664;1;1267;25026464;45;0;28;0;282
665;1;1119;88423019;48;2;49;2;283
666;1;1426;88423019;49;0;48;0;283
667;1;516;57831994;21;1;39;1;284
668;1;573;57831994;39;0;21;0;284
669;1;617;23826796;45;2;42;2;285
670;1;1356;23826796;42;0;45;0;285
671;1;1060;870697;12;2;23;2;286
672;1;807;870697;23;0;12;0;286
673;1;1373;89600381;32;2;20;2;287
674;1;418;89600381;20;0;32;0;287
675;1;951;19475922;31;2;39;2;288
676;1;455;19475922;39;0;31;0;288
677;1;119;24027812;40;3;36;3;289
678;1;730;24027812;36;0;40;0;289
679;1;989;73742218;39;3;3;3;290
680;1;40;73742218;3;0;39;0;290
681;1;296;849470;47;2;33;2;291
682;1;699;849470;33;0;47;0;291
683;1;267;10308181;43;1;39;1;292
684;1;1006;10308181;39;0;43;0;292
685;1;652;3921184;19;2;14;2;293
686;1;225;3921184;14;0;19;0;293
687;1;1163;13552461;1;2;45;2;294
688;1;117;13552461;45;0;1;0;294
689;1;1218;65309613;43;2;31;2;295
690;1;894;65309613;31;0;43;0;295
691;1;795;6791074;4;1;24;1;296
692;1;1127;6791074;24;0;4;0;296
693;1;1416;82179793;32;2;37;2;297
694;1;578;82179793;37;0;32;0;297
695;1;713;88109565;4;3;28;3;298
696;1;1123;88109565;28;0;4;0;298
697;1;1338;94276917;1;2;9;2;299
698;1;976;94276917;9;0;1;0;299
699;1;635;75059856;30;1;4;1;300
700;1;1090;75059856;4;0;30;0;300
701;1;668;84919963;11;3;1;3;301
702;1;888;84919963;1;0;11;0;301
703;1;918;87510172;49;3;16;3;302
704;1;1124;87510172;16;0;49;0;302
705;1;661;59538699;49;3;2;3;303
706;1;279;59538699;2;0;49;0;303
707;1;453;48235343;31;3;34;3;304
708;1;1202;48235343;34;0;31;0;304
709;1;666;50371846;44;3;46;3;305
710;1;537;50371846;46;0;44;0;305
711;1;1221;73516841;5;1;48;1;306
712;1;1129;73516841;48;0;5;0;306
713;1;265;64525982;12;2;31;2;307
714;1;972;64525982;31;0;12;0;307
715;1;1028;35430075;18;2;37;2;308
716;1;425;35430075;37;0;18;0;308
717;1;387;89050623;24;2;18;2;309
718;1;598;89050623;18;0;24;0;309
719;1;837;14193886;26;3;8;3;310
720;1;409;14193886;8;0;26;0;310
721;1;174;49026320;37;3;6;3;311
722;1;61;49026320;6;0;37;0;311
723;1;800;3444908;11;1;25;1;312
724;1;1364;3444908;25;0;11;0;312
725;1;141;33966125;10;1;16;1;313
726;1;62;33966125;16;0;10;0;313
727;1;1085;61413169;22;2;34;2;314
728;1;452;61413169;34;0;22;0;314
729;1;689;49363990;36;1;27;1;315
730;1;1016;49363990;27;0;36;0;315
731;1;633;74406572;21;3;33;3;316
732;1;991;74406572;33;0;21;0;316
733;1;610;18275952;29;2;46;2;317
734;1;662;18275952;46;0;29;0;317
735;1;865;10780743;17;1;40;1;318
736;1;1429;10780743;40;0;17;0;318
737;1;928;68607625;15;3;5;3;319
738;1;1320;68607625;5;0;15;0;319
739;1;801;49523529;22;1;37;1;320
740;1;1107;49523529;37;0;22;0;320
741;1;898;44543952;32;3;24;3;321
742;1;433;44543952;24;0;32;0;321
743;1;71;55642728;4;2;14;2;322
744;1;840;55642728;14;0;4;0;322
745;1;934;50895907;3;2;2;2;323
746;1;969;50895907;2;0;3;0;323
747;1;234;41516247;43;1;35;1;324
748;1;2;41516247;35;0;43;0;324
749;1;1397;33151223;20;1;6;1;325
750;1;1196;33151223;6;0;20;0;325
751;1;844;39293261;41;1;6;1;326
752;1;1030;39293261;6;0;41;0;326
753;1;1433;1928880;25;2;2;2;327
754;1;838;1928880;2;0;25;0;327
755;1;416;64641386;31;3;26;3;328
756;1;639;64641386;26;0;31;0;328
757;1;1316;78004253;10;1;39;1;329
758;1;336;78004253;39;0;10;0;329
759;1;1057;43714025;11;3;38;3;330
760;1;476;43714025;38;0;11;0;330
761;1;1288;9300394;3;2;5;2;331
762;1;389;9300394;5;0;3;0;331
763;1;1220;60509872;44;2;24;2;332
764;1;1319;60509872;24;0;44;0;332
765;1;477;11020259;18;2;25;2;333
766;1;376;11020259;25;0;18;0;333
767;1;1254;85824716;10;3;42;3;334
768;1;880;85824716;42;0;10;0;334
769;1;883;89678566;50;1;2;1;335
770;1;258;89678566;2;0;50;0;335
771;1;1265;12204956;46;1;7;1;336
772;1;28;12204956;7;0;46;0;336
773;1;132;24402357;40;3;16;3;337
774;1;577;24402357;16;0;40;0;337
775;1;195;63572641;49;1;4;1;338
776;1;475;63572641;4;0;49;0;338
777;1;1303;30783835;28;3;40;3;339
778;1;648;30783835;40;0;28;0;339
779;1;938;32843953;3;3;44;3;340
780;1;1056;32843953;44;0;3;0;340
781;1;1126;53806182;24;3;8;3;341
782;1;592;53806182;8;0;24;0;341
783;1;569;75791390;36;1;37;1;342
784;1;1347;75791390;37;0;36;0;342
