Part ID;Account ID;Balance;Credit limit
19;9;96325100;64440852.1
19;10;77134376;52603567.37
20;0;63321905;49790251.08
20;1;43063904;18375863.84
20;2;57644488;53213875.56
20;3;14627997;10202192.48
20;4;85028457;34749493.18
20;5;76837724;76654493.03
20;6;8131475;6581414.48
20;7;134999486;34143193.75
20;8;59754881;27946050.01
20;9;142368190;41740905.12
20;10;84135555;45666263.82
21;0;130466653;107246090.34
21;1;64843756;20355000.37
21;2;11282826;3781696.14
21;3;112643807;77971773.99
21;4;26049070;7852157.67
21;5;58434802;23239855.51
21;6;8221392;2560682.33
21;7;43506323;25139092.45
21;8;120580730;65093719.93
21;9;149519469;135266021.96
21;10;133757168;56547392.58
22;0;84451700;84198945.03
22;1;77730477;63020527.57
22;2;124686971;57524689.1
22;3;22380991;6369031.31
22;4;61493660;42149897.38
22;5;119638027;78135998.58
22;6;66778419;34415144.12
22;7;59845362;15478023.38
22;8;144498805;41062762.08
22;9;113986541;60149438.26
22;10;97495220;93636403.95
23;0;48739336;46731480.0
23;1;130633866;57303524.24
23;2;94641707;93598749.42
23;3;60158325;47732609.96
23;4;73759192;21791011.79
23;5;122950549;84480085.03
23;6;8817743;6630812.89
23;7;42387019;34402830.23
23;8;5577724;4460984.97
23;9;28812290;27618180.42
23;10;139764476;52518358.57
24;0;8845069;7891680.19
24;1;143120394;96787075.66
24;2;20216216;7134349.31
24;3;84201959;46819217.84
24;4;133189723;74515274.27
24;5;73684750;21192112.47
24;6;38963208;21049027.3
24;7;11252706;8419831.85
24;8;75101681;48653635.06
24;9;107310444;81267077.62
24;10;142443354;83145600.36
25;0;111023792;95231409.41
25;1;121563473;118092726.02
25;2;125448832;93099182.46
25;3;7253388;6195095.62
25;4;17439272;14076142.28
25;5;139996112;104449050.94
25;6;126978123;66799601.6
25;7;121584080;98112093.34
25;8;77021101;73410212.54
25;9;8338075;2443205.85
25;10;107184811;33668833.33
26;0;111485662;39136087.35
26;1;143044439;73108415.66
26;2;53743726;25574982.08
26;3;143290544;102344855.03
26;4;92053733;64986756.76
26;5;104142936;42742102.3
26;6;21935042;18621740.17
26;7;75613417;59066961.31
26;8;113367459;105253708.28
26;9;128894265;48271602.24
26;10;108340218;92414884.79
27;0;3336752;2499124.56
27;1;97324710;92704546.53
27;2;40911141;14266295.78
27;3;70140771;35368932.38
27;4;74655459;30083131.44
27;5;74647673;44824496.73
27;6;78063409;70645287.94
27;7;46700547;32986106.16
27;8;103556784;102312835.27
27;9;101457759;89938225.06
27;10;85576059;48287047.63
28;0;42982942;23945579.67
28;1;141024059;74284524.2
28;2;142574535;104036285.41
28;3;3174632;1970810.6
28;4;77425684;47449388.22
28;5;117881187;91030560.39
28;6;92627574;52438317.76
28;7;41863001;11385201.49
28;8;80264418;56529482.9
28;9;73428471;44083708.67
28;10;91437385;65200617.73
29;0;15026718;13648559.7
29;1;43765590;37949158.96
29;2;4009666;1284128.15
29;3;49193282;46717229.48
29;4;98770953;53416736.96
29;5;124689755;38186361.05
29;6;56054690;16267919.61
29;7;84159012;26873066.02
29;8;45719387;31947242.57
29;9;127441021;90360293.57
29;10;84345067;52579752.83
30;0;1068409;672143.08
30;1;146165716;59318465.18
30;2;57421266;27638480.81
30;3;141284465;52886323.68
30;4;138280010;86052662.08
30;5;144571339;91128236.03
30;6;118824528;98321857.53
30;7;84956975;56196741.83
30;8;8684340;8227239.01
30;9;15359215;13350059.2
30;10;104381777;57886825.23
31;0;95688252;24344075.43
31;1;55155172;34240009.37
31;2;106191747;47231198.93
31;3;91744729;73676091.37
31;4;29410911;29342805.46
31;5;53272672;38868942.96
31;6;52935574;18952725.57
31;7;41104895;28890691.56
31;8;43521098;26564263.14
31;9;51611722;20367629.6
31;10;10717419;9210455.04
32;0;34984203;15377448.92
32;1;139752688;109643746.24
32;2;38610873;36539560.75
32;3;68727174;64081622.8
32;4;23066113;17827855.5
32;5;76363013;62330765.02
32;6;101878874;72206409.3
32;7;148503777;97688752.72
32;8;99482003;96815112.89
32;9;24550821;12208947.55
32;10;90586580;72074793.71
33;0;88726891;60959951.52
33;1;85497079;74799417.01
33;2;95185775;31575846.8
33;3;125724485;59778044.98
33;4;55123962;18783472.23
33;5;125102936;119304182.85
33;6;11732939;3860912.23
33;7;116919041;111539296.47
33;8;27041603;22641599.4
33;9;44322657;27576893.47
33;10;105083619;102371746.42
34;0;119015099;93259658.02
34;1;88266800;32497111.68
34;2;122427870;120551033.2
34;3;42865027;32745366.79
34;4;25854014;12897324.32
34;5;104424011;97198819.32
34;6;123782531;50566629.87
34;7;145916882;138879351.68
34;8;58443827;33230794.54
34;9;116964545;103976935.92
34;10;109473822;102563185.37
35;0;148616851;110704508.88
35;1;127913172;75117669.21
35;2;56640928;49080232.32
35;3;118492241;68576895.61
35;4;132789487;51427132.23
35;5;149448612;121134842.07
35;6;5443476;5220722.4
35;7;82921814;45351232.59
35;8;1238485;663097.39
35;9;71496705;56610039.48
35;10;23810238;16000905.3
36;0;78391454;33646595.74
36;1;79148747;79062516.83
36;2;113185237;100315600.07
36;3;120732055;115273977.41
36;4;61351189;35969588.01
36;5;2138229;1976900.26
36;6;145177693;52824438.56
36;7;8710869;3915774.95
36;8;11565087;7064943.23
36;9;143737862;125801276.96
36;10;22746170;17549805.96
37;0;143958065;80071501.8
37;1;5087430;2186100.95
37;2;88577707;57310152.14
37;3;60368229;58171059.34
37;4;96635751;85853920.77
37;5;144655832;110884377.21
37;6;37363001;36072408.18
37;7;11302552;6451388.28
37;8;32137007;17240302.79
37;9;54448219;50229220.81
37;10;13932749;11432362.9
38;0;25452858;12636232.19
38;1;51257936;27747762.51
38;2;125106090;110822415.09
38;3;109340584;60929081.53
38;4;110848784;102965109.9
38;5;36823993;12033324.38
38;6;112488866;89439214.0
38;7;44496999;17882474.74
38;8;100117338;85106175.73
38;9;142441356;56114639.04
38;10;130609682;114185736.8
39;0;25831045;10625605.98
39;1;138896012;98144952.68
39;2;61044360;25397720.82
39;3;20664627;13262910.4
39;4;109886354;70697145.76
39;5;105540944;101231459.8
39;6;29889510;25768452.98
39;7;148673128;97042756.69
39;8;108298286;50903361.96
39;9;83715197;41482341.81
39;10;100432402;81749622.66
40;0;68976944;17300736.83
40;1;99485085;25150720.28
40;2;111526105;104927367.79
40;3;120010455;110364812.42
40;4;141947935;76396020.08
40;5;134054983;111508367.21
40;6;79988405;51518567.45
40;7;16387012;7378173.0
40;8;70764458;70558165.01
40;9;131217345;115327284.59
40;10;117360618;77768728.59
41;0;42746070;34737197.69
41;1;25503846;18407702.12
41;2;96981194;87911361.46
41;3;148588457;146676210.94
41;4;103827762;45780433.79
41;5;118175179;80606920.75
41;6;145455240;127292117.77
41;7;81057407;30977913.46
41;8;16880056;8462578.84
41;9;92690555;27407766.87
41;10;39754524;31048475.89
42;0;56433556;14591830.67
42;1;77379203;71818234.33
42;2;33069953;22227529.84
42;3;53325234;43448130.72
42;4;107861420;53672309.03
42;5;28818682;12906421.72
42;6;112440179;68861535.37
42;7;99011446;52715588.9
42;8;4807812;1278270.33
42;9;87736409;54421704.13
42;10;130522266;124880119.68
43;0;41939151;41799665.62
43;1;27985560;19619825.82
43;2;14777933;10265604.27
43;3;76802110;52299543.29
43;4;60783382;51100049.98
43;5;97518168;73715978.02
43;6;137131468;118963266.02
43;7;77964225;58736951.78
43;8;129250293;96873511.51
43;9;80585332;73915777.97
43;10;76592218;40932305.88
44;0;58274397;54257017.0
44;1;135013281;59450307.48
44;2;8108560;4398928.4
44;3;112959363;49802689.52
44;4;100812162;33937373.85
44;5;147464154;138517157.76
44;6;120508604;64866109.52
44;7;114568856;97858222.51
44;8;76419698;53359690.46
44;9;85553356;67366997.88
44;10;134525828;69265276.79
45;0;68369459;24065660.39
45;1;110540;75201.69
45;2;20610987;7626566.01
45;3;135542540;83384278.98
45;4;72345855;33383110.94
45;5;6779748;3431153.93
45;6;3910361;2025484.11
45;7;99018204;90810109.46
45;8;93747581;32391139.07
45;9;45543969;41041873.91
45;10;106220270;66292088.53
46;0;141837839;87170793.63
46;1;2556903;1642015.86
46;2;89613389;42924207.01
46;3;88662962;34746388.84
46;4;92872505;64595780.29
46;5;119320966;88783838.33
46;6;117044600;69939613.8
46;7;8396245;2899673.6
46;8;101719077;84355389.03
46;9;42160490;22095009.56
46;10;32481655;18316445.66
47;0;46526698;25017570.72
47;1;53325927;21847659.42
47;2;89894815;47935899.84
47;3;105945246;64751855.24
47;4;142415221;64933181.83
47;5;87118357;52536586.77
47;6;127048329;85433590.86
47;7;27240667;16927683.35
47;8;132562395;49518113.02
47;9;93711254;91838245.25
47;10;57490416;45721053.09
48;0;59262816;17228031.17
48;1;47071625;29498973.65
48;2;28533191;10469454.82
48;3;84552807;65974659.33
48;4;72186815;50619314.27
48;5;51008971;17187845.06
48;6;60536314;29682500.71
48;7;139608907;51690201.42
48;8;71653152;39031840.91
48;9;24498095;23849059.86
48;10;80426216;31071607.32
49;0;71531539;36966658.94
49;1;125608891;96577598.24
49;2;20406106;14920083.2
49;3;142201942;105520321.65
49;4;87793845;28581533.99
49;5;32136218;20361166.69
49;6;80916868;72799692.8
49;7;4997940;1992529.33
49;8;100239554;76220563.51
49;9;140100242;98453387.76
49;10;122220651;43229494.5
50;0;95373010;76310998.6
50;1;94603566;39984266.77
50;2;39982518;21351929.1
50;3;142318016;60126644.89
50;4;66980908;46987615.78
50;5;130918505;104934156.96
50;6;55166481;31949473.22
50;7;40782861;34607604.02
50;8;70184343;40407616.94
50;9;84932015;50889256.96
50;10;60109697;17811611.9
