TID;Time;Value;FromParticipantId;FromAccountId;ToParticipantId;ToAccountId;Linkcode
101;2024-01-01 00:19:22;137848735.96;6;2;5;2;266
102;2024-01-01 00:19:31;136726289.23;4;1;2;1;1088
103;2024-01-01 00:19:41;211416891.92;6;0;5;0;599
104;2024-01-01 00:20:06;290657677.21;4;1;6;1;1087
105;2024-01-01 00:20:16;95710184.15;5;0;6;0;1062
106;2024-01-01 00:20:17;161825884.15;6;3;1;3;1249
107;2024-01-01 00:20:40;692120269.73;1;0;4;0;658
108;2024-01-01 00:20:42;426166234.23;6;2;1;2;361
109;2024-01-01 00:20:52;441954558.6;3;2;1;2;1053
110;2024-01-01 00:21:00;30504697.51;6;0;4;0;641
111;2024-01-01 00:21:14;366824932.12;5;1;1;1;574
112;2024-01-01 00:21:50;402592131.91;2;0;6;0;1133
113;2024-01-01 00:21:52;201944124.37;4;0;3;0;1198
114;2024-01-01 00:21:56;286358955.42;6;3;4;3;768
115;2024-01-01 00:22:00;81173744.83;6;3;2;3;681
116;2024-01-01 00:22:06;103831363.45;2;0;6;0;1113
117;2024-01-01 00:22:27;648295165.61;1;0;2;0;1179
118;2024-01-01 00:22:38;247804824.39;5;2;4;2;1192
119;2024-01-01 00:22:42;95872972.83;6;3;1;3;1078
120;2024-01-01 00:22:42;369731037.12;5;3;3;3;813
121;2024-01-01 00:22:47;251438221.77;5;2;1;2;209
122;2024-01-01 00:23:02;103738394.52;2;1;6;1;455
123;2024-01-01 00:23:05;149654360.01;2;3;5;3;469
124;2024-01-01 00:23:23;467354361.34;6;3;1;3;687
125;2024-01-01 00:23:27;281360450.19;6;0;1;0;491
126;2024-01-01 00:23:33;476165730.16;4;2;1;2;271
127;2024-01-01 00:23:34;223145149.58;6;0;1;0;451
128;2024-01-01 00:23:42;98045441.42;5;0;1;0;1226
129;2024-01-01 00:23:56;124454997.94;4;2;6;2;399
130;2024-01-01 00:24:04;47243248.24;2;0;3;0;1176
131;2024-01-01 00:24:05;110412998.54;2;0;6;0;49
132;2024-01-01 00:24:08;82716742.51;6;0;3;0;115
133;2024-01-01 00:24:11;39915783.48;4;0;3;0;308
134;2024-01-01 00:24:25;107069597.65;6;0;2;0;160
135;2024-01-01 00:24:26;806074657.43;5;3;1;3;301
136;2024-01-01 00:24:27;362818437.95;3;2;2;2;819
137;2024-01-01 00:25:08;135774332.01;3;0;1;0;336
138;2024-01-01 00:25:16;353174449.33;3;0;5;0;250
139;2024-01-01 00:25:30;89202024.86;5;0;4;0;1131
140;2024-01-01 00:25:45;355552024.37;6;3;4;3;626
141;2024-01-01 00:25:50;320112526.18;2;0;5;0;280
142;2024-01-01 00:25:56;123398466.46;2;0;6;0;945
143;2024-01-01 00:26:03;161128788.42;1;3;4;3;840
144;2024-01-01 00:26:23;55368501.87;2;3;3;3;1122
145;2024-01-01 00:26:28;384043583.0;6;3;1;3;503
146;2024-01-01 00:26:30;234349543.59;1;1;3;1;65
147;2024-01-01 00:26:49;411987877.19;1;3;3;3;1116
148;2024-01-01 00:27:25;171969836.44;4;1;2;1;971
149;2024-01-01 00:27:29;171496009.45;6;2;1;2;454
150;2024-01-01 00:27:48;262557773.26;3;0;5;0;914
151;2024-01-01 00:27:54;487172019.69;4;0;2;0;613
152;2024-01-01 00:28:16;92849096.48;1;2;5;2;90
153;2024-01-01 00:28:16;132141322.16;4;0;3;0;468
154;2024-01-01 00:28:45;50449839.07;1;0;3;0;792
155;2024-01-01 00:29:01;18769053.91;4;3;5;3;995
156;2024-01-01 00:29:04;323755887.4;4;1;3;1;583
157;2024-01-01 00:29:06;806074657.43;1;0;5;0;301
158;2024-01-01 00:29:08;308794426.43;2;0;5;0;207
159;2024-01-01 00:29:08;381984486.81;4;2;3;2;637
160;2024-01-01 00:29:15;67909927.77;4;3;5;3;432
161;2024-01-01 00:29:23;135417109.23;5;3;6;3;257
162;2024-01-01 00:29:38;98455086.0;1;2;3;2;962
163;2024-01-01 00:29:40;95806600.4;2;0;3;0;811
164;2024-01-01 00:29:47;53268043.23;5;3;2;3;733
165;2024-01-01 00:30:00;86608264.21;6;0;5;0;325
166;2024-01-01 00:30:02;308648019.46;2;0;5;0;439
167;2024-01-01 00:30:03;187701138.83;5;3;4;3;484
168;2024-01-01 00:30:18;43551406.52;2;0;1;0;723
169;2024-01-01 00:30:23;100354737.57;5;1;2;1;354
170;2024-01-01 00:30:27;231906402.89;3;0;2;0;18
171;2024-01-01 00:30:36;142936993.51;1;3;5;3;573
172;2024-01-01 00:30:39;392917273.24;5;2;3;2;233
173;2024-01-01 00:30:40;221048809.03;6;0;1;0;937
174;2024-01-01 00:30:45;359786813.24;2;0;3;0;438
175;2024-01-01 00:30:54;21578752.75;3;1;5;1;719
176;2024-01-01 00:31:21;70013661.83;5;0;1;0;1219
177;2024-01-01 00:31:30;286219840.22;6;0;3;0;778
178;2024-01-01 00:31:32;420139919.24;5;3;4;3;751
179;2024-01-01 00:31:35;369972392.89;3;0;4;0;553
180;2024-01-01 00:31:45;280911597.67;6;1;4;1;913
181;2024-01-01 00:32:06;44630061.63;5;0;1;0;535
182;2024-01-01 00:32:07;453566850.39;2;0;1;0;727
183;2024-01-01 00:32:16;157878206.59;6;3;4;3;924
184;2024-01-01 00:32:32;108209503.78;5;0;2;0;793
185;2024-01-01 00:32:37;295645192.71;2;3;3;3;942
186;2024-01-01 00:33:00;134373239.98;5;0;1;0;908
187;2024-01-01 00:33:05;425183818.41;2;0;5;0;397
188;2024-01-01 00:33:09;67506847.81;1;1;5;1;653
189;2024-01-01 00:34:08;118201553.34;1;0;2;0;968
190;2024-01-01 00:34:32;452806699.11;2;0;3;0;1189
191;2024-01-01 00:34:59;498184508.29;4;0;6;0;1049
192;2024-01-01 00:35:05;255422189.33;3;0;4;0;817
193;2024-01-01 00:35:08;112327091.82;2;1;6;1;255
194;2024-01-01 00:35:18;729120248.64;1;0;3;0;155
195;2024-01-01 00:35:22;124732135.78;5;0;3;0;1165
196;2024-01-01 00:35:28;324663142.13;2;0;3;0;28
197;2024-01-01 00:35:28;120984748.79;6;1;3;1;679
198;2024-01-01 00:35:40;83655906.16;1;3;5;3;1045
199;2024-01-01 00:35:47;51420018.2;6;0;2;0;753
200;2024-01-01 00:36:14;103027961.23;5;0;6;0;871
201;2024-01-01 00:36:19;567133101.72;1;0;3;0;1009
202;2024-01-01 00:36:19;488249823.8;4;0;1;0;864
203;2024-01-01 00:36:22;375350508.17;6;2;3;2;666
204;2024-01-01 00:37:04;193649576.58;5;1;3;1;251
205;2024-01-01 00:37:29;160530767.14;2;0;5;0;148
206;2024-01-01 00:37:40;817683966.39;5;3;1;3;712
207;2024-01-01 00:37:58;173868168.91;4;2;2;2;276
208;2024-01-01 00:38:13;229816366.82;3;0;6;0;107
209;2024-01-01 00:38:30;185785075.77;2;0;4;0;180
210;2024-01-01 00:38:34;125564987.26;5;0;6;0;400
211;2024-01-01 00:38:36;670820212.61;1;0;6;0;92
212;2024-01-01 00:38:48;123826423.86;6;0;4;0;952
213;2024-01-01 00:38:48;480577900.22;4;0;1;0;222
214;2024-01-01 00:38:54;271914889.33;3;3;2;3;902
215;2024-01-01 00:38:54;115152783.8;6;3;5;3;1156
216;2024-01-01 00:38:56;158806894.94;4;0;5;0;413
217;2024-01-01 00:39:33;17970738.32;6;0;3;0;341
218;2024-01-01 00:39:43;101521692.54;4;1;5;1;216
219;2024-01-01 00:39:53;57143317.84;2;2;3;2;568
220;2024-01-01 00:39:57;393849548.73;2;0;4;0;696
221;2024-01-01 00:40:07;35519297.49;5;0;4;0;1203
222;2024-01-01 00:40:38;321311350.39;4;2;2;2;122
223;2024-01-01 00:40:52;248702388.01;6;0;3;0;1098
224;2024-01-01 00:41:08;9786206.5;5;0;1;0;1027
225;2024-01-01 00:41:18;429956377.25;6;3;4;3;636
226;2024-01-01 00:41:25;395280044.86;6;3;2;3;256
227;2024-01-01 00:41:27;78383115.06;3;2;6;2;123
228;2024-01-01 00:41:38;138843188.44;1;3;3;3;896
229;2024-01-01 00:42:15;377616577.11;3;0;1;0;1002
230;2024-01-01 00:42:25;213035998.27;2;0;6;0;447
231;2024-01-01 00:43:32;343780890.44;6;3;3;3;838
232;2024-01-01 00:43:32;29918550.45;2;1;5;1;934
233;2024-01-01 00:43:37;358890543.97;4;0;2;0;30
234;2024-01-01 00:43:51;68194104.88;2;3;6;3;329
235;2024-01-01 00:44:01;36692446.51;4;1;3;1;79
236;2024-01-01 00:44:05;270772750.71;6;1;1;1;806
237;2024-01-01 00:44:26;123315243.44;6;3;5;3;538
238;2024-01-01 00:44:42;317783839.26;4;0;6;0;83
239;2024-01-01 00:44:50;207489383.93;6;3;4;3;477
240;2024-01-01 00:44:59;435658246.37;1;2;2;2;610
241;2024-01-01 00:45:06;620927785.64;1;0;4;0;848
242;2024-01-01 00:45:24;41004721.38;6;0;1;0;129
243;2024-01-01 00:45:24;240817142.99;4;2;1;2;544
244;2024-01-01 00:45:29;89691375.1;5;0;2;0;710
245;2024-01-01 00:45:58;135464641.48;2;0;5;0;674
246;2024-01-01 00:45:59;114451483.55;6;1;5;1;56
247;2024-01-01 00:46:20;323755887.4;3;0;4;0;583
248;2024-01-01 00:46:21;387547580.26;6;1;4;1;346
249;2024-01-01 00:46:52;146659980.88;5;0;3;0;585
250;2024-01-01 00:47:07;145101573.71;3;2;4;2;1102
251;2024-01-01 00:47:23;61160575.76;4;0;1;0;722
252;2024-01-01 00:47:41;92083952.13;1;3;5;3;880
253;2024-01-01 00:47:59;40623417.45;4;3;6;3;44
254;2024-01-01 00:48:07;153683596.25;3;1;6;1;906
255;2024-01-01 00:48:14;124560888.38;4;2;2;2;1174
256;2024-01-01 00:48:32;125269834.02;1;1;5;1;520
257;2024-01-01 00:48:40;98455086.0;3;0;1;0;962
258;2024-01-01 00:48:44;46738381.1;6;2;5;2;742
259;2024-01-01 00:48:52;360380357.96;3;0;1;0;639
260;2024-01-01 00:49:01;313104226.55;5;1;4;1;229
261;2024-01-01 00:49:28;375484008.26;2;0;6;0;128
262;2024-01-01 00:49:34;20966087.87;5;0;6;0;24
263;2024-01-01 00:49:35;295408940.03;6;0;5;0;663
264;2024-01-01 00:49:39;128631008.81;5;0;4;0;842
265;2024-01-01 00:49:48;430810608.63;6;3;1;3;71
266;2024-01-01 00:50:08;222582079.11;4;0;5;0;445
267;2024-01-01 00:50:27;57118231.21;1;1;3;1;828
268;2024-01-01 00:51:17;125068579.85;1;0;3;0;763
269;2024-01-01 00:51:19;49197217.2;5;1;3;1;1196
270;2024-01-01 00:51:25;430336034.43;4;0;1;0;648
271;2024-01-01 00:51:35;207473347.91;2;2;6;2;582
272;2024-01-01 00:52:22;343783466.69;3;0;2;0;510
273;2024-01-01 00:52:34;378469835.56;1;3;3;3;865
274;2024-01-01 00:52:47;33804179.0;4;0;2;0;777
275;2024-01-01 00:53:01;333023286.88;2;1;4;1;767
276;2024-01-01 00:53:26;85830297.64;4;0;5;0;402
277;2024-01-01 00:53:29;662024453.23;1;0;3;0;126
278;2024-01-01 00:53:29;393849548.73;4;1;2;1;696
279;2024-01-01 00:53:31;160517066.74;1;2;6;2;540
280;2024-01-01 00:53:36;301096032.15;1;0;5;0;63
281;2024-01-01 00:53:44;207532966.57;1;3;4;3;645
282;2024-01-01 00:53:56;323025285.48;2;0;6;0;1223
283;2024-01-01 00:54:15;286219840.22;3;3;6;3;778
284;2024-01-01 00:54:39;370109845.64;4;0;5;0;979
285;2024-01-01 00:55:01;63657016.88;1;2;5;2;349
286;2024-01-01 00:55:28;189539255.02;2;0;5;0;265
287;2024-01-01 00:55:32;401213979.21;3;3;1;3;860
288;2024-01-01 00:55:37;161838396.09;4;1;6;1;165
289;2024-01-01 00:56:12;343783466.69;2;2;3;2;510
290;2024-01-01 00:56:13;459733220.69;1;3;4;3;20
291;2024-01-01 00:56:17;186438530.49;6;0;4;0;654
292;2024-01-01 00:56:17;82286948.29;5;0;3;0;1202
293;2024-01-01 00:56:22;58610871.0;5;3;4;3;1042
294;2024-01-01 00:56:26;429443419.23;4;0;1;0;481
295;2024-01-01 00:56:51;147198293.89;6;1;5;1;105
296;2024-01-01 00:56:54;283880442.68;4;0;1;0;536
297;2024-01-01 00:57:19;111772332.78;1;3;5;3;57
298;2024-01-01 00:58:29;515425975.52;6;2;1;2;761
299;2024-01-01 00:58:30;384043583.0;1;0;6;0;503
300;2024-01-01 00:58:48;348270213.41;5;3;4;3;595
301;2024-01-01 00:59:01;225887013.21;6;0;5;0;815
302;2024-01-01 00:59:03;196342042.79;1;3;2;3;499
303;2024-01-01 00:59:05;124454997.94;6;0;4;0;399
304;2024-01-01 00:59:07;264305022.02;6;0;5;0;940
305;2024-01-01 00:59:38;214535278.46;6;0;3;0;1054
306;2024-01-01 01:00:06;520075095.92;1;0;2;0;833
307;2024-01-01 01:00:15;367903198.18;2;1;4;1;170
308;2024-01-01 01:00:34;166193202.85;1;2;6;2;323
309;2024-01-01 01:00:55;237459955.56;1;0;2;0;1151
310;2024-01-01 01:01:48;66910519.28;5;0;2;0;868
311;2024-01-01 01:02:05;133280384.43;4;2;5;2;589
312;2024-01-01 01:02:07;40657274.01;1;3;6;3;859
313;2024-01-01 01:02:09;57815666.13;5;1;6;1;184
314;2024-01-01 01:02:11;20966087.87;6;2;5;2;24
315;2024-01-01 01:02:28;224704386.1;2;0;1;0;788
316;2024-01-01 01:02:38;19332553.07;5;0;4;0;947
317;2024-01-01 01:02:39;40657274.01;6;0;1;0;859
318;2024-01-01 01:02:40;261296521.33;2;0;3;0;665
319;2024-01-01 01:02:49;566777791.17;4;1;1;1;236
320;2024-01-01 01:02:56;399915364.33;4;0;6;0;252
321;2024-01-01 01:03:15;26658335.5;3;0;1;0;1212
322;2024-01-01 01:03:58;224836866.48;4;0;6;0;119
323;2024-01-01 01:04:08;28927855.08;2;3;6;3;167
324;2024-01-01 01:04:14;225309750.21;3;0;6;0;655
325;2024-01-01 01:04:16;292956869.39;6;1;4;1;239
326;2024-01-01 01:04:21;23184472.79;2;1;3;1;242
327;2024-01-01 01:04:28;50725432.21;1;0;6;0;607
328;2024-01-01 01:04:41;138763715.51;6;3;1;3;149
329;2024-01-01 01:04:44;40681141.79;6;1;4;1;339
330;2024-01-01 01:04:56;30626000.91;5;0;6;0;644
331;2024-01-01 01:05:14;118014308.99;3;2;5;2;772
332;2024-01-01 01:05:22;50699217.64;6;3;5;3;412
333;2024-01-01 01:05:28;185215834.78;3;3;1;3;575
334;2024-01-01 01:06:06;112435405.82;5;0;2;0;151
335;2024-01-01 01:06:18;42316349.22;5;0;3;0;1055
336;2024-01-01 01:06:20;124560888.38;2;0;4;0;1174
337;2024-01-01 01:06:35;92538131.1;2;2;3;2;822
338;2024-01-01 01:06:38;244834526.87;2;2;3;2;1043
339;2024-01-01 01:06:39;101361842.54;3;3;4;3;1228
340;2024-01-01 01:07:04;305295287.92;6;2;3;2;372
341;2024-01-01 01:07:05;222397358.51;4;0;2;0;932
342;2024-01-01 01:07:09;189022185.9;6;0;3;0;744
343;2024-01-01 01:07:11;51420018.2;2;1;6;1;753
344;2024-01-01 01:07:25;95951272.47;3;1;6;1;916
345;2024-01-01 01:07:30;210420936.99;6;1;4;1;1160
346;2024-01-01 01:08:08;334030743.35;3;0;1;0;290
347;2024-01-01 01:08:09;31014140.66;3;2;5;2;820
348;2024-01-01 01:08:24;620927785.64;4;1;1;1;848
349;2024-01-01 01:08:30;174881403.23;6;0;4;0;297
350;2024-01-01 01:08:39;36170020.75;4;1;5;1;1046
351;2024-01-01 01:08:49;741435291.86;1;0;2;0;640
352;2024-01-01 01:09:05;291574140.69;4;3;2;3;21
353;2024-01-01 01:09:07;87788824.15;5;0;2;0;1191
354;2024-01-01 01:09:18;370548680.21;4;0;1;0;635
355;2024-01-01 01:09:23;267269493.87;6;0;2;0;407
356;2024-01-01 01:09:32;452436015.41;1;1;2;1;142
357;2024-01-01 01:10:38;775209884.86;1;0;5;0;1127
358;2024-01-01 01:10:41;760968832.27;3;1;1;1;452
359;2024-01-01 01:10:56;186744367.67;2;1;3;1;81
360;2024-01-01 01:11:26;369731037.12;3;0;5;0;813
361;2024-01-01 01:11:54;284871535.16;6;0;2;0;581
362;2024-01-01 01:11:56;512976767.14;1;0;2;0;1157
363;2024-01-01 01:12:10;305874958.63;5;2;1;2;694
364;2024-01-01 01:12:18;191009530.46;5;3;6;3;1193
365;2024-01-01 01:12:55;485406001.03;6;1;2;1;470
366;2024-01-01 01:12:58;263293805.87;6;0;5;0;600
367;2024-01-01 01:13:09;267473558.51;6;1;3;1;32
368;2024-01-01 01:13:14;128550782.78;4;2;3;2;879
369;2024-01-01 01:13:49;181817231.76;6;0;5;0;62
370;2024-01-01 01:14:12;610338398.15;4;1;1;1;808
371;2024-01-01 01:14:28;132071174.63;6;1;5;1;1050
372;2024-01-01 01:14:50;72920941.48;2;1;5;1;1163
373;2024-01-01 01:15:03;401241102.74;3;1;2;1;632
374;2024-01-01 01:15:34;228926002.91;6;3;2;3;450
375;2024-01-01 01:15:43;33892530.16;1;2;6;2;698
376;2024-01-01 01:16:02;23852189.79;5;0;2;0;96
377;2024-01-01 01:16:10;249673368.67;6;1;4;1;527
378;2024-01-01 01:16:12;404359845.57;4;3;1;3;516
379;2024-01-01 01:16:13;95200847.34;2;1;6;1;909
380;2024-01-01 01:16:35;32406386.63;5;0;4;0;322
381;2024-01-01 01:16:46;270650735.87;5;1;3;1;214
382;2024-01-01 01:17:11;195010579.85;4;3;2;3;424
383;2024-01-01 01:17:19;430735808.61;2;0;6;0;320
384;2024-01-01 01:17:22;373333690.24;3;2;2;2;91
385;2024-01-01 01:17:38;189141397.66;3;0;2;0;314
386;2024-01-01 01:17:43;61160575.76;1;2;4;2;722
387;2024-01-01 01:17:51;388574937.56;1;0;4;0;446
388;2024-01-01 01:18:10;280199422.71;4;1;3;1;856
389;2024-01-01 01:18:17;337527970.19;4;0;1;0;1124
390;2024-01-01 01:18:27;40287813.92;2;0;5;0;137
391;2024-01-01 01:18:29;267247416.54;6;3;2;3;1038
392;2024-01-01 01:18:41;123398466.46;6;3;2;3;945
393;2024-01-01 01:18:59;409824823.15;3;0;6;0;531
394;2024-01-01 01:19:03;443780190.81;3;2;1;2;385
395;2024-01-01 01:19:05;127701929.19;4;0;6;0;935
396;2024-01-01 01:19:22;210420936.99;4;0;6;0;1160
397;2024-01-01 01:19:24;44478715.51;5;0;1;0;779
398;2024-01-01 01:19:40;105192332.89;4;1;5;1;975
399;2024-01-01 01:20:22;266389430.51;3;2;1;2;12
400;2024-01-01 01:20:28;232161002.09;4;0;6;0;700
401;2024-01-01 01:20:31;82892739.57;6;1;5;1;1016
402;2024-01-01 01:21:12;361712127.1;3;0;5;0;408
403;2024-01-01 01:21:58;272436552.0;1;0;2;0;465
404;2024-01-01 01:22:00;95404097.35;6;3;3;3;258
405;2024-01-01 01:22:03;262557773.26;5;2;3;2;914
406;2024-01-01 01:22:33;110164423.27;5;3;6;3;810
407;2024-01-01 01:22:39;364033947.68;4;1;2;1;47
408;2024-01-01 01:22:53;115152783.8;5;0;6;0;1156
409;2024-01-01 01:23:07;497667959.86;1;1;4;1;1037
410;2024-01-01 01:23:08;35354624.57;6;0;2;0;612
411;2024-01-01 01:23:12;103027961.23;6;1;5;1;871
412;2024-01-01 01:23:14;208016507.64;5;2;4;2;974
413;2024-01-01 01:23:19;92127225.34;2;2;1;2;218
414;2024-01-01 01:23:27;413714327.93;5;1;2;1;380
415;2024-01-01 01:23:29;114403678.4;5;0;6;0;802
416;2024-01-01 01:23:29;7774227.26;5;0;1;0;51
417;2024-01-01 01:23:31;697055220.68;1;0;4;0;830
418;2024-01-01 01:23:36;211997575.46;6;0;2;0;670
419;2024-01-01 01:23:43;267229205.33;2;0;5;0;244
420;2024-01-01 01:23:58;724779514.61;6;3;1;3;798
421;2024-01-01 01:24:03;402592131.91;6;3;2;3;1133
422;2024-01-01 01:24:12;82669930.3;5;0;3;0;1188
423;2024-01-01 01:24:48;463477794.09;2;0;1;0;563
424;2024-01-01 01:25:01;210124873.18;3;1;1;1;154
425;2024-01-01 01:25:09;718398504.56;1;0;2;0;219
426;2024-01-01 01:25:17;127657100.22;4;1;5;1;182
427;2024-01-01 01:25:21;138894804.38;6;0;4;0;677
428;2024-01-01 01:25:47;289259277.38;2;0;3;0;38
429;2024-01-01 01:26:29;104203814.71;3;1;5;1;617
430;2024-01-01 01:26:36;47243248.24;3;2;2;2;1176
431;2024-01-01 01:26:40;29665339.05;3;3;5;3;752
432;2024-01-01 01:26:49;160530767.14;5;2;2;2;148
433;2024-01-01 01:26:58;280641660.38;6;1;1;1;604
434;2024-01-01 01:27:36;131139758.17;6;1;4;1;1162
435;2024-01-01 01:27:44;83655906.16;5;0;1;0;1045
436;2024-01-01 01:27:57;45386371.32;5;0;3;0;232
437;2024-01-01 01:27:57;220997945.28;4;0;1;0;1141
438;2024-01-01 01:28:01;104347156.89;6;0;5;0;46
439;2024-01-01 01:28:10;221722274.52;4;0;5;0;58
440;2024-01-01 01:28:25;38480522.37;5;3;6;3;579
441;2024-01-01 01:28:29;290153651.17;4;3;1;3;718
442;2024-01-01 01:28:39;235167085.37;3;0;1;0;611
443;2024-01-01 01:29:33;271911706.66;2;0;5;0;173
444;2024-01-01 01:29:43;486494968.83;3;2;4;2;1000
445;2024-01-01 01:30:14;196299097.5;4;0;5;0;307
446;2024-01-01 01:30:49;138722724.21;1;0;3;0;594
