PartID;Account ID;00:00:00;00:15:00;00:30:00;00:45:00;01:00:00;01:15:00;01:30:00;01:45:00;02:00:00;02:15:00;02:30:00;02:45:00;03:00:00;03:15:00;03:30:00;03:45:00;04:00:00;04:15:00;04:30:00;04:45:00;05:00:00;05:15:00;05:30:00;05:45:00;06:00:00;06:15:00;06:30:00;06:45:00;07:00:00;07:15:00;07:30:00;07:45:00;08:00:00;08:15:00;08:30:00;08:45:00;09:00:00;09:15:00;09:30:00;09:45:00;10:00:00;10:15:00;10:30:00;10:45:00;11:00:00;11:15:00;11:30:00;11:45:00;12:00:00;12:15:00;12:30:00;12:45:00;13:00:00;13:15:00;13:30:00;13:45:00;14:00:00;14:15:00;14:30:00;14:45:00;15:00:00;15:15:00;15:30:00;15:45:00;16:00:00;16:15:00;16:30:00;16:45:00;17:00:00;17:15:00;17:30:00;17:45:00;18:00:00;18:15:00;18:30:00;18:45:00;19:00:00;19:15:00;19:30:00;19:45:00;20:00:00;20:15:00;20:30:00;20:45:00;21:00:00;21:15:00;21:30:00;21:45:00;22:00:00;22:15:00;22:30:00;22:45:00;23:00:00;23:15:00;23:30:00;23:45:00
2;7;148574709;148574709;148574709;148574709;148574709;148574709;148574709;150172516;156591390;156591390;147906523;147906523;147906523;147906523;147906523;147906523;147906523;147906523;147906523;147906523;147906523;147906523;147906523;147906523;147906523;147906523;147906523;147906523;147906523;147906523;146029165;146029165;146029165;145075093;145075093;145075093;145075093;145075093;145075093;145075093;145075093;137601887;137601887;134983842;134983842;134983842;134983842;127886857;127886857;130118407;130118407;130118407;128469719;117619007;113305460;113305460;113305460;113305460;113305460;118399288;118399288;118399288;118399288;118399288;123566934;123566934;127167757;127167757;127167757;127167757;127167757;127167757;129490887;129490887;129490887;129490887;129490887;129490887;129490887;129490887;129490887;129490887;129490887;129490887;129490887;129490887;129490887;129490887;129490887;129490887;129490887;129490887;129490887;129490887;129490887;129490887
2;6;49506091;49506091;49506091;49506091;49506091;49506091;49506091;49506091;49506091;49506091;49506091;49506091;49506091;52864568;52864568;58667643;58667643;58667643;58667643;58667643;58667643;58667643;58667643;58667643;58667643;58667643;58667643;63032654;63032654;63032654;63032654;63032654;63032654;63032654;68471797;68471797;68471797;68471797;68471797;68471797;68471797;68471797;68471797;68471797;68471797;68471797;68471797;68471797;68471797;68471797;68471797;68471797;70366256;70366256;70366256;70366256;70366256;70366256;70366256;73361752;73361752;73361752;73361752;73361752;73361752;73361752;73361752;79018681;84114984;84114984;84114984;84114984;84114984;84114984;84114984;89045426;89045426;89045426;89045426;89045426;89045426;89045426;89045426;89045426;89045426;89045426;89045426;89045426;89045426;89045426;89045426;89045426;89045426;89045426;89045426;89045426
2;4;47742059;47742059;47742059;47742059;47742059;47742059;47742059;47742059;47742059;47742059;53414528;53414528;53414528;53414528;49284958;49284958;49284958;49284958;49284958;49284958;49284958;49284958;49284958;49284958;50067878;48029525;46513690;46513690;36327298;36327298;36327298;36327298;36327298;36327298;36327298;34936677;37472082;37472082;37472082;43713222;43713222;43713222;43713222;43713222;43713222;43713222;43713222;43713222;48646938;48646938;48646938;53476905;53476905;53476905;47440986;47440986;47440986;47440986;46824235;46824235;45216646;46360442;46360442;46360442;44714646;50790692;50790692;50790692;50790692;50790692;39471340;40793568;40793568;40793568;40793568;40793568;40793568;40090839;40090839;40090839;40090839;40090839;40090839;40090839;40090839;40090839;40090839;40090839;40090839;40090839;40090839;40090839;40090839;40090839;40090839;40090839
2;8;141793969;141793969;141793969;141793969;141793969;141793969;141793969;144433341;144433341;144433341;144433341;144433341;144433341;144433341;144433341;144433341;144433341;144433341;144433341;144433341;147710123;147710123;147710123;147710123;149340662;149340662;149340662;150918273;150918273;150918273;150918273;150918273;150918273;150918273;150918273;150918273;150918273;154854943;154854943;154854943;154854943;154854943;154854943;154854943;154854943;154854943;154854943;154854943;154854943;154854943;154854943;154854943;154854943;154854943;154854943;154854943;154854943;154854943;154854943;152582013;147089309;147089309;148540626;148540626;152953850;151246407;151246407;151246407;151246407;156156789;158117167;163791304;163791304;163791304;163791304;163791304;163791304;163791304;163791304;163791304;163791304;163791304;163791304;163791304;163791304;163791304;163791304;163791304;163791304;163791304;163791304;163791304;163791304;163791304;163791304;163791304
2;3;87394165;87394165;87394165;87394165;87394165;87394165;87394165;87394165;87394165;87394165;87394165;87394165;87394165;87394165;91350061;91350061;94521929;94521929;94521929;94521929;94521929;94521929;94521929;94521929;94521929;94521929;94521929;94521929;94521929;97451302;97451302;97451302;103447074;103447074;103447074;103447074;103447074;103447074;103447074;103447074;103447074;103447074;103447074;97061071;97061071;97061071;97061071;97061071;97061071;97061071;97061071;97061071;98775390;88143915;88143915;88143915;88143915;88143915;76485884;76485884;76485884;77078619;73093480;72928566;72928566;72928566;72928566;72928566;72928566;72928566;72928566;72928566;72928566;72928566;72928566;72928566;72928566;72928566;72928566;72928566;72928566;72928566;72928566;72928566;72928566;72928566;72928566;72928566;72928566;72928566;72928566;72928566;72928566;72928566;72928566;72928566
2;2;19814722;19814722;19814722;19814722;19814722;19814722;19814722;24086175;24086175;24086175;24086175;24086175;24086175;24086175;24086175;20315362;24033447;24033447;24033447;24033447;25075265;25075265;25075265;25075265;25075265;25075265;25075265;25075265;25075265;25075265;25075265;25075265;25075265;25075265;25075265;25075265;14776108;14776108;14776108;14776108;10811460;-2208850;-2208850;490187;490187;490187;490187;490187;490187;490187;490187;490187;490187;490187;490187;-6823542;-6823542;-3955797;-1894658;-1894658;-1894658;-6556267;-2073917;-2073917;-2073917;-2073917;-3698194;-3698194;-3698194;2899837;2899837;2899837;2899837;2899837;2899837;2899837;5213641;5213641;5213641;5213641;5213641;5213641;5213641;5213641;5213641;5213641;5213641;5213641;5213641;5213641;5213641;5213641;5213641;5213641;5213641;5213641
2;5;80129389;80129389;80129389;80129389;80129389;80129389;80129389;80129389;80129389;80129389;80129389;80129389;80129389;80129389;80129389;80129389;80129389;80129389;80129389;80129389;80129389;80129389;80129389;80129389;80129389;80129389;85110309;85110309;85110309;85110309;85110309;85110309;85110309;84515407;84515407;84515407;84515407;84515407;84515407;79531586;79531586;79531586;83860270;83860270;83860270;83860270;88989764;88989764;88989764;91349610;91349610;88015122;88015122;88015122;88015122;94542160;94542160;94542160;89019083;89019083;89019083;89019083;90971933;90971933;90971933;93135742;93135742;93135742;93135742;99754811;99754811;99754811;99754811;99754811;99754811;99754811;99754811;99754811;99754811;99754811;99754811;99754811;99754811;99754811;99754811;99754811;99754811;99754811;99754811;99754811;99754811;99754811;99754811;99754811;99754811;99754811
2;1;93999172;93999172;93999172;93999172;93999172;93999172;93999172;93999172;93999172;93999172;93999172;93999172;93999172;99397475;99397475;99397475;99397475;103311170;108834572;108834572;108834572;108834572;108834572;108834572;108834572;108834572;108834572;108834572;108834572;108834572;108834572;108834572;108834572;108834572;103694234;103435709;103435709;103435709;103435709;103435709;91965568;91965568;91965568;91965568;92993717;92993717;92993717;92993717;88865433;93287211;93287211;93287211;93287211;93287211;93287211;93287211;92115429;92115429;92115429;93522200;93522200;93522200;93522200;93522200;93522200;93522200;93522200;88339517;88339517;88339517;88339517;88902774;88902774;86766652;86766652;86766652;86766652;86766652;86766652;86766652;86766652;86766652;86766652;86766652;86766652;86766652;86766652;86766652;86766652;86766652;86766652;86766652;86766652;86766652;86766652;86766652
3;0;54851304;54851304;54851304;54851304;54851304;54851304;54851304;55812571;55812571;49023422;55754825;55754825;55754825;55754825;57892668;68506677;68506677;65915566;67359300;65818080;65818080;60410703;60410703;58093386;58093386;58093386;58093386;53191205;53191205;64485253;64485253;67494283;72955082;97882490;97882490;92477787;87356810;88722598;83655644;83655644;80886147;92796151;91875282;91875282;83239679;85117349;85117349;84557952;85943276;91370212;99634972;104660718;107379273;121174528;120911828;121798413;118409916;118409916;119203430;122217621;117858455;130470401;133004302;142353907;137263422;131894396;130235348;136292256;158036545;169579811;184306634;192541962;196411762;197042754;192696450;197626891;199336309;199336309;203812669;203812669;203812669;203812669;203812669;203812669;203812669;203812669;203812669;203812669;203812669;203812669;203812669;203812669;203812669;203812669;203812669;203812669
3;7;91739865;91739865;91739865;91739865;91739865;91739865;91739865;94038798;94038798;94038798;94038798;94038798;94038798;94038798;94038798;94038798;94038798;94038798;94038798;95580017;95580017;95580017;95580017;97897334;97897334;97897334;97897334;97897334;97897334;97897334;97897334;97897334;97897334;97897334;97897334;103302037;103302037;103941913;103941913;103941913;108397573;101872526;105545281;105545281;110973857;110973857;110973857;110973857;110973857;110973857;110973857;105948111;105948111;105948111;106210811;106210811;103539643;103539643;103539643;103539643;103539643;103539643;104536589;100042657;100394958;100394958;99250865;99250865;99250865;99250865;99250865;99250865;99250865;99250865;99250865;99250865;99250865;99250865;99250865;99250865;99250865;99250865;99250865;99250865;99250865;99250865;99250865;99250865;99250865;99250865;99250865;99250865;99250865;99250865;99250865;99250865
3;6;126982525;126982525;126982525;126982525;126982525;126982525;126982525;127637480;127637480;131708796;124977393;124977393;124977393;124977393;124977393;124977393;124977393;124977393;124977393;124977393;124977393;124977393;124977393;124977393;124977393;124977393;124977393;124977393;124977393;124977393;124977393;124977393;124977393;113046285;113046285;113046285;113046285;113046285;113046285;113046285;113046285;113046285;111468932;111468932;115530684;115530684;115530684;115530684;115530684;114525527;114525527;114525527;118324497;118324497;118324497;118324497;118324497;118324497;118324497;118324497;118324497;118324497;118324497;118324497;118324497;115699565;115699565;115699565;110603262;110377481;109232065;109232065;109232065;108601073;108601073;103670631;103670631;103670631;93843822;93843822;93843822;93843822;93843822;93843822;93843822;93843822;93843822;93843822;93843822;93843822;93843822;93843822;93843822;93843822;93843822;93843822
3;4;9114656;9114656;9114656;9114656;9114656;9114656;9114656;9114656;9114656;9114656;9114656;9114656;9114656;9114656;9114656;9114656;9114656;9114656;9114656;9114656;9114656;9114656;9114656;9114656;9114656;9114656;9114656;9114656;9114656;9114656;9114656;9114656;9114656;9114656;9114656;9114656;9114656;9114656;9114656;9114656;9114656;9114656;9114656;9114656;11990699;11990699;11990699;11990699;11990699;11990699;11990699;11990699;11990699;15907764;15907764;15907764;15907764;15907764;15907764;15907764;9538594;9538594;9538594;9538594;11184390;16544890;16544890;16544890;16544890;16544890;5367059;5367059;5367059;5367059;5367059;5367059;5367059;5367059;5367059;5367059;5367059;5367059;5367059;5367059;5367059;5367059;5367059;5367059;5367059;5367059;5367059;5367059;5367059;5367059;5367059;5367059
3;8;19064661;19064661;19064661;19064661;19064661;19064661;19064661;19064661;19064661;19064661;19064661;19064661;19064661;19064661;16926817;16926817;16926817;19517928;19517928;19517928;19517928;19517928;19517928;19517928;19517928;19517928;19517928;19517928;19517928;19517928;19517928;19517928;24954633;12344589;12344589;12344589;12344589;12344589;12344589;12344589;12344589;6959632;6959632;6959632;6959632;5081962;5081962;3411570;3697848;3697848;3697848;3697848;3697848;3697848;3697848;3697848;3697848;3697848;2904334;2904334;11466265;11911876;11911876;11911876;15004264;15004264;15004264;18665612;18665612;7348127;7348127;4133146;4133146;4133146;4133146;4133146;4133146;4133146;4133146;4133146;4133146;4133146;4133146;4133146;4133146;4133146;4133146;4133146;4133146;4133146;4133146;4133146;4133146;4133146;4133146;4133146
3;3;57498211;57498211;57498211;57498211;57498211;57498211;57498211;57498211;57498211;57498211;57498211;57498211;57498211;57498211;57498211;57498211;57498211;57498211;57498211;57498211;57498211;57498211;57498211;57498211;57498211;57498211;57498211;57498211;57498211;57498211;57498211;54489181;48493410;48493410;48493410;48493410;48493410;48493410;48493410;48493410;46807247;46807247;46807247;46807247;46807247;46807247;46807247;49037036;49037036;49037036;41817748;41817748;35300222;23801514;23801514;23801514;31670602;31670602;31670602;31670602;28498740;15441182;15441182;17697461;17697461;20330919;20330919;20330919;20330919;20330919;20330919;20330919;20330919;20330919;20330919;20330919;18621502;18621502;23971950;23971950;23971950;23971950;23971950;23971950;23971950;23971950;23971950;23971950;23971950;23971950;23971950;23971950;23971950;23971950;23971950;23971950
3;2;135217915;135217915;135217915;135217915;135217915;135217915;135217915;131302759;131302759;131302759;131302759;131302759;131302759;131302759;131302759;120688751;120688751;120688751;120688751;120688751;120688751;119974415;119974415;119974415;119974415;119974415;119974415;119974415;119974415;108680366;108680366;108680366;108680366;108680366;108680366;108680366;108680366;108680366;113747319;113747319;113747319;113747319;113747319;113747319;113747319;113747319;113747319;113747319;113747319;113747319;112701847;112701847;112701847;106488237;106488237;105601652;105601652;105601652;105601652;105601652;110939920;110939920;106457570;106457570;106457570;106457570;106457570;96739313;96739313;96739313;94335738;94335738;97735336;97735336;102081641;102081641;102081641;102081641;102081641;102081641;102081641;102081641;102081641;102081641;102081641;102081641;102081641;102081641;102081641;102081641;102081641;102081641;102081641;102081641;102081641;102081641
3;5;81280072;81280072;81280072;81280072;81280072;81280072;81280072;81280072;81280072;81280072;81280072;81280072;81280072;81280072;81280072;81280072;81280072;81280072;81280072;81280072;81280072;85604982;85604982;85604982;85604982;85604982;85604982;85604982;85604982;85604982;85604982;85604982;80703249;80703249;80703249;80703249;80703249;78697584;78697584;78697584;78697584;78697584;78697584;78697584;78697584;78697584;78697584;78697584;78697584;78697584;78697584;78697584;78697584;78697584;78697584;78697584;78697584;78697584;78697584;75683394;75683394;75683394;76634896;76634896;76634896;76634896;76634896;76634896;59986910;59986910;59986910;54966563;54966563;54966563;54966563;54966563;54966563;54966563;54966563;54966563;54966563;54966563;54966563;54966563;54966563;54966563;54966563;54966563;54966563;54966563;54966563;54966563;54966563;54966563;54966563;54966563
3;1;115680341;115680341;115680341;115680341;115680341;115680341;115680341;115680341;115680341;118398173;118398173;118398173;118398173;118398173;118398173;118398173;118398173;118398173;116954439;116954439;116954439;118751242;118751242;118751242;118751242;118751242;118751242;123653424;123653424;123653424;123653424;123653424;123653424;123267168;123267168;123267168;128388145;128388145;128388145;128388145;128388145;128388145;127213612;127213612;123482844;123482844;123482844;123482844;121811242;117389464;117389464;117389464;117389464;117389464;117389464;117389464;115580039;115580039;115580039;115580039;115580039;115580039;115580039;108468088;108468088;108468088;111271229;111271229;111271229;111271229;111271229;111271229;104001831;104001831;104001831;104001831;104001831;104001831;104001831;104001831;104001831;104001831;104001831;104001831;104001831;104001831;104001831;104001831;104001831;104001831;104001831;104001831;104001831;104001831;104001831;104001831
4;0;115478639;115478639;115478639;115478639;115478639;115478639;115478639;125615020;125615020;125615020;110198751;110198751;111526340;101386609;101386609;108685128;115772118;115772118;115772118;101184733;91507860;94115796;94115796;97888532;86393010;92125166;92125166;98522215;76184918;76184918;65247419;63193964;63193964;63193964;63193964;47364899;47364899;66846534;57788911;56723205;47934492;40367067;53352447;53352447;59186355;48146785;39537445;46312703;50496407;53896866;73927555;73927555;70231790;71657989;65326387;82196772;82279481;84614419;84614419;84614419;80613527;61731817;51969425;63705162;50350235;46370551;53970016;49406667;41726283;45107006;45310331;46205963;40815442;40815442;40815442;37072961;37072961;37072961;30743746;30743746;30743746;30743746;30743746;30743746;30743746;30743746;30743746;30743746;30743746;30743746;30743746;30743746;30743746;30743746;30743746;30743746
4;7;45663109;45663109;45663109;45663109;45663109;45663109;45663109;45848219;45848219;45848219;54533086;54533086;54533086;54533086;54533086;54533086;54533086;54533086;54533086;54533086;54533086;54533086;54533086;53617695;54485259;54485259;54485259;48088210;48088210;48088210;48088210;48088210;48088210;48088210;48088210;48088210;48088210;48088210;57145833;53919986;53919986;61487411;61487411;61487411;61487411;61487411;61487411;61487411;62312670;62312670;62312670;62312670;60333869;60333869;59941108;48719115;48719115;37814508;37814508;37814508;37814508;37814508;37814508;37814508;37814508;30711091;30711091;30711091;30711091;30711091;30711091;30711091;30711091;30711091;30711091;30711091;30711091;30711091;30711091;30711091;30711091;30711091;30711091;30711091;30711091;30711091;30711091;30711091;30711091;30711091;30711091;30711091;30711091;30711091;30711091;30711091
4;6;36691218;36691218;36691218;36691218;36691218;36691218;36691218;36691218;36691218;36691218;43422620;43422620;43422620;43422620;43422620;36124102;36124102;36124102;36124102;36124102;36124102;36124102;36124102;36124102;36124102;36124102;36124102;36124102;47287887;47287887;47287887;47287887;47287887;47287887;47287887;53557446;53557446;53557446;53557446;53557446;53557446;53557446;53557446;53557446;53557446;53557446;53557446;53557446;48548483;48548483;28517794;28517794;34192360;34192360;34192360;34192360;34192360;34192360;34192360;34192360;34192360;34192360;34192360;28858998;36029445;36029445;36029445;44254142;44254142;40873419;45885260;32424825;32424825;32424825;32424825;32424825;32424825;32424825;32424825;32424825;32424825;32424825;32424825;32424825;32424825;32424825;32424825;32424825;32424825;32424825;32424825;32424825;32424825;32424825;32424825;32424825
4;4;10353784;10353784;10353784;10353784;10353784;10353784;10353784;10353784;10353784;10353784;10353784;10353784;10353784;10353784;10353784;10353784;3266793;3266793;3266793;3266793;3266793;3266793;3266793;3266793;3266793;2982084;2982084;2982084;2982084;2982084;2982084;2982084;2982084;2982084;2982084;2982084;2982084;-2472185;-2472185;-2472185;-2472185;-2472185;-2472185;-2472185;-2305607;-2305607;-2305607;-2305607;-2305607;-2305607;-2305607;-2305607;-2305607;-2305607;-2305607;-3870288;-3870288;-3870288;-3870288;-3870288;-3870288;-4224202;-4224202;-4224202;-4224202;-4224202;-4224202;-4224202;-4224202;-4224202;-4224202;-4224202;-4224202;-4224202;-4224202;-4224202;-4224202;-4224202;-4224202;-4224202;-4224202;-4224202;-4224202;-4224202;-4224202;-4224202;-4224202;-4224202;-4224202;-4224202;-4224202;-4224202;-4224202;-4224202;-4224202;-4224202
4;8;64978265;64978265;64978265;64978265;64978265;64978265;64978265;64978265;64978265;64978265;64978265;64978265;64978265;64978265;64978265;64978265;64978265;64978265;64978265;75395748;75395748;75395748;75395748;75395748;75395748;69948301;69948301;69948301;81121813;81121813;81121813;81121813;81121813;81121813;81121813;81121813;81121813;81121813;81121813;85413366;85413366;85413366;85413366;85413366;85413366;90888097;99497436;93321903;93321903;89921445;89921445;89921445;89921445;89921445;89921445;89921445;89921445;98817250;98817250;98817250;98817250;98817250;98817250;98817250;98817250;98485422;94183147;90521799;90521799;90521799;87954629;88599837;88599837;88599837;88599837;92342318;92342318;92342318;98671534;98671534;98671534;98671534;98671534;98671534;98671534;98671534;98671534;98671534;98671534;98671534;98671534;98671534;98671534;98671534;98671534;98671534
