TID;Time;Value;FromParticipantId;FromAccountId;ToParticipantId;ToAccountId;Linkcode;Starttime
232;2024-01-01 03:04:40;31058669.97;5;1;2;1;646;2024-01-01 03:15:26
261;2024-01-01 03:15:20;31058669.97;2;0;5;0;646;2024-01-01 03:15:26
68;2024-01-01 01:50:07;152849275.32;1;0;2;0;290;2024-01-01 03:21:29
276;2024-01-01 03:21:23;152849275.32;2;2;1;2;290;2024-01-01 03:21:29
274;2024-01-01 03:20:44;102454696.96;3;0;2;0;986;2024-01-01 03:23:39
281;2024-01-01 03:23:33;102454696.96;2;1;3;1;986;2024-01-01 03:23:39
163;2024-01-01 02:31:56;11859545.28;2;2;4;2;422;2024-01-01 03:24:51
283;2024-01-01 03:24:45;11859545.28;4;0;2;0;422;2024-01-01 03:24:51
234;2024-01-01 03:04:41;60233924.5;1;3;5;3;954;2024-01-01 03:34:01
296;2024-01-01 03:33:55;60233924.5;5;0;1;0;954;2024-01-01 03:34:01
240;2024-01-01 03:06:44;83878470.58;4;1;1;1;370;2024-01-01 03:36:08
297;2024-01-01 03:36:02;83878470.58;1;0;4;0;370;2024-01-01 03:36:08
137;2024-01-01 02:19:28;126954657.17;3;0;5;0;587;2024-01-01 03:36:21
298;2024-01-01 03:36:15;126954657.17;5;3;3;3;587;2024-01-01 03:36:21
76;2024-01-01 01:52:54;5922188.92;2;4;5;4;988;2024-01-01 03:44:55
313;2024-01-01 03:44:49;5922188.92;5;0;2;0;988;2024-01-01 03:44:55
180;2024-01-01 02:40:00;145602299.36;5;1;1;1;485;2024-01-01 03:45:16
315;2024-01-01 03:45:10;145602299.36;1;0;5;0;485;2024-01-01 03:45:16
1;2024-01-01 00:02:25;59349578.86;5;4;3;4;21;2024-01-01 03:45:56
317;2024-01-01 03:45:50;59349578.86;3;0;5;0;21;2024-01-01 03:45:56
134;2024-01-01 02:19:15;12589600.11;3;2;5;2;522;2024-01-01 03:51:56
323;2024-01-01 03:51:50;12589600.11;5;0;3;0;522;2024-01-01 03:51:56
22;2024-01-01 01:30:18;48600335.69;2;0;4;0;755;2024-01-01 03:57:38
335;2024-01-01 03:57:32;48600335.69;4;4;2;4;755;2024-01-01 03:57:38
165;2024-01-01 02:32:11;53978039.09;4;3;5;3;142;2024-01-01 04:02:01
344;2024-01-01 04:01:55;53978039.09;5;0;4;0;142;2024-01-01 04:02:01
306;2024-01-01 03:41:34;31219766.82;4;1;1;1;624;2024-01-01 04:05:22
351;2024-01-01 04:05:16;31219766.82;1;0;4;0;624;2024-01-01 04:05:22
199;2024-01-01 02:48:18;79305533.07;4;2;2;2;388;2024-01-01 04:05:39
352;2024-01-01 04:05:33;79305533.07;2;0;4;0;388;2024-01-01 04:05:39
176;2024-01-01 02:38:25;217715704.41;3;2;1;2;618;2024-01-01 04:10:38
360;2024-01-01 04:10:32;217715704.41;1;0;3;0;618;2024-01-01 04:10:38
65;2024-01-01 01:49:12;69120184.14;5;4;2;4;18;2024-01-01 04:16:19
370;2024-01-01 04:16:13;69120184.14;2;0;5;0;18;2024-01-01 04:16:19
260;2024-01-01 03:15:11;120634221.84;1;0;5;0;329;2024-01-01 04:21:35
375;2024-01-01 04:21:29;120634221.84;5;3;1;3;329;2024-01-01 04:21:35
215;2024-01-01 02:56:03;15095439.87;3;1;2;1;254;2024-01-01 04:37:23
399;2024-01-01 04:37:17;15095439.87;2;0;3;0;254;2024-01-01 04:37:23
162;2024-01-01 02:31:39;107859790.03;2;1;3;1;154;2024-01-01 04:38:03
400;2024-01-01 04:37:57;107859790.03;3;0;2;0;154;2024-01-01 04:38:03
131;2024-01-01 02:18:44;58987313.21;2;0;1;0;989;2024-01-01 04:39:58
403;2024-01-01 04:39:52;58987313.21;1;4;2;4;989;2024-01-01 04:39:58
18;2024-01-01 01:19:19;71826539.6;3;0;1;0;590;2024-01-01 04:40:26
404;2024-01-01 04:40:20;71826539.6;1;3;3;3;590;2024-01-01 04:40:26
168;2024-01-01 02:34:28;16034654.14;2;0;1;0;963;2024-01-01 04:44:25
414;2024-01-01 04:44:19;16034654.14;1;2;2;2;963;2024-01-01 04:44:25
312;2024-01-01 03:43:34;212602566.72;1;0;2;0;90;2024-01-01 04:45:50
417;2024-01-01 04:45:44;212602566.72;2;2;1;2;90;2024-01-01 04:45:50
8;2024-01-01 00:35:52;57696200.34;3;0;2;0;15;2024-01-01 04:54:31
425;2024-01-01 04:54:25;57696200.34;2;2;3;2;15;2024-01-01 04:54:31
231;2024-01-01 03:04:35;29891647.85;5;1;3;1;975;2024-01-01 05:01:11
436;2024-01-01 05:01:05;29891647.85;3;0;5;0;975;2024-01-01 05:01:11
359;2024-01-01 04:10:26;42950520.04;3;4;4;4;484;2024-01-01 05:02:16
439;2024-01-01 05:02:10;42950520.04;4;0;3;0;484;2024-01-01 05:02:16
237;2024-01-01 03:05:45;53731406.16;3;2;1;2;789;2024-01-01 05:06:26
446;2024-01-01 05:06:20;53731406.16;1;0;3;0;789;2024-01-01 05:06:26
291;2024-01-01 03:31:09;57530587.14;5;1;3;1;951;2024-01-01 05:11:28
450;2024-01-01 05:11:22;57530587.14;3;0;5;0;951;2024-01-01 05:11:28
83;2024-01-01 01:57:12;178669657.87;1;0;4;0;257;2024-01-01 05:14:08
452;2024-01-01 05:14:02;178669657.87;4;1;1;1;257;2024-01-01 05:14:08
367;2024-01-01 04:15:08;48441616.55;2;2;3;2;185;2024-01-01 05:15:25
453;2024-01-01 05:15:19;48441616.55;3;0;2;0;185;2024-01-01 05:15:25
88;2024-01-01 02:00:44;30117459.53;2;0;1;0;373;2024-01-01 05:15:32
454;2024-01-01 05:15:26;30117459.53;1;3;2;3;373;2024-01-01 05:15:32
4;2024-01-01 00:14:33;28718480.38;1;2;2;2;609;2024-01-01 05:17:15
457;2024-01-01 05:17:09;28718480.38;2;0;1;0;609;2024-01-01 05:17:15
455;2024-01-01 05:15:53;89679266.69;2;4;1;4;576;2024-01-01 05:18:27
459;2024-01-01 05:18:21;89679266.69;1;0;2;0;576;2024-01-01 05:18:27
419;2024-01-01 04:48:44;217764298.02;1;0;2;0;378;2024-01-01 05:20:12
461;2024-01-01 05:20:06;217764298.02;2;3;1;3;378;2024-01-01 05:20:12
332;2024-01-01 03:56:23;29873815.19;4;0;3;0;733;2024-01-01 05:22:57
468;2024-01-01 05:22:51;29873815.19;3;2;4;2;733;2024-01-01 05:22:57
10;2024-01-01 00:46:23;111708785.07;4;0;2;0;406;2024-01-01 05:31:47
482;2024-01-01 05:31:41;111708785.07;2;1;4;1;406;2024-01-01 05:31:47
483;2024-01-01 05:32:28;72974757.51;3;2;2;2;349;2024-01-01 05:33:42
486;2024-01-01 05:33:36;72974757.51;2;0;3;0;349;2024-01-01 05:33:42
167;2024-01-01 02:33:58;50388380.59;4;2;5;2;667;2024-01-01 05:34:02
487;2024-01-01 05:33:56;50388380.59;5;0;4;0;667;2024-01-01 05:34:02
383;2024-01-01 04:26:46;59271405.75;3;4;2;4;942;2024-01-01 05:40:01
495;2024-01-01 05:39:55;59271405.75;2;0;3;0;942;2024-01-01 05:40:01
27;2024-01-01 01:33:19;64934026.26;5;0;3;0;461;2024-01-01 05:40:17
496;2024-01-01 05:40:11;64934026.26;3;4;5;4;461;2024-01-01 05:40:17
285;2024-01-01 03:25:38;120918467.57;5;2;1;2;928;2024-01-01 05:40:38
497;2024-01-01 05:40:32;120918467.57;1;0;5;0;928;2024-01-01 05:40:38
157;2024-01-01 02:28:53;40492619.17;1;4;5;4;399;2024-01-01 05:41:51
499;2024-01-01 05:41:45;40492619.17;5;0;1;0;399;2024-01-01 05:41:51
406;2024-01-01 04:41:05;63935456.28;5;0;3;0;770;2024-01-01 05:43:28
502;2024-01-01 05:43:22;63935456.28;3;4;5;4;770;2024-01-01 05:43:28
282;2024-01-01 03:23:38;71048603.33;3;3;2;3;661;2024-01-01 05:46:22
512;2024-01-01 05:46:16;71048603.33;2;0;3;0;661;2024-01-01 05:46:22
124;2024-01-01 02:14:01;60169867.33;1;0;3;0;628;2024-01-01 05:49:22
516;2024-01-01 05:49:16;60169867.33;3;3;1;3;628;2024-01-01 05:49:22
350;2024-01-01 04:03:54;95659243.94;3;0;5;0;567;2024-01-01 05:50:09
517;2024-01-01 05:50:03;95659243.94;5;1;3;1;567;2024-01-01 05:50:09
387;2024-01-01 04:28:02;18001842.86;5;3;3;3;418;2024-01-01 05:51:19
520;2024-01-01 05:51:13;18001842.86;3;0;5;0;418;2024-01-01 05:51:19
293;2024-01-01 03:32:34;107098739.09;4;0;5;0;335;2024-01-01 05:52:15
522;2024-01-01 05:52:09;107098739.09;5;2;4;2;335;2024-01-01 05:52:15
228;2024-01-01 03:03:57;29941748.63;4;1;5;1;852;2024-01-01 05:52:36
523;2024-01-01 05:52:30;29941748.63;5;0;4;0;852;2024-01-01 05:52:36
379;2024-01-01 04:24:23;151093556.75;5;4;1;4;458;2024-01-01 05:53:20
524;2024-01-01 05:53:14;151093556.75;1;0;5;0;458;2024-01-01 05:53:20
149;2024-01-01 02:24:44;227058466.17;1;0;2;0;516;2024-01-01 05:54:56
527;2024-01-01 05:54:50;227058466.17;2;4;1;4;516;2024-01-01 05:54:56
169;2024-01-01 02:34:44;121501417.77;5;1;3;1;631;2024-01-01 05:54:59
528;2024-01-01 05:54:53;121501417.77;3;0;5;0;631;2024-01-01 05:54:59
498;2024-01-01 05:40:51;38549268.96;5;0;4;0;684;2024-01-01 05:58:19
535;2024-01-01 05:58:13;38549268.96;4;4;5;4;684;2024-01-01 05:58:19
377;2024-01-01 04:22:03;104467250.72;4;2;3;2;828;2024-01-01 05:59:05
537;2024-01-01 05:58:59;104467250.72;3;0;4;0;828;2024-01-01 05:59:05
368;2024-01-01 04:15:24;33023264.71;4;1;3;1;178;2024-01-01 06:00:59
539;2024-01-01 06:00:53;33023264.71;3;0;4;0;178;2024-01-01 06:00:59
105;2024-01-01 02:07:05;29386830.13;5;3;4;3;75;2024-01-01 06:03:20
542;2024-01-01 06:03:14;29386830.13;4;0;5;0;75;2024-01-01 06:03:20
208;2024-01-01 02:51:51;53969553.39;5;0;1;0;903;2024-01-01 06:03:54
544;2024-01-01 06:03:48;53969553.39;1;4;5;4;903;2024-01-01 06:03:54
255;2024-01-01 03:14:20;26773182.04;5;0;4;0;910;2024-01-01 06:10:29
556;2024-01-01 06:10:23;26773182.04;4;3;5;3;910;2024-01-01 06:10:29
11;2024-01-01 00:47:32;17315714.19;4;2;1;2;208;2024-01-01 06:10:36
557;2024-01-01 06:10:30;17315714.19;1;0;4;0;208;2024-01-01 06:10:36
120;2024-01-01 02:13:10;29647762.38;5;0;4;0;348;2024-01-01 06:12:28
558;2024-01-01 06:12:22;29647762.38;4;2;5;2;348;2024-01-01 06:12:28
94;2024-01-01 02:03:48;10385441.6;1;2;5;2;200;2024-01-01 06:16:05
563;2024-01-01 06:15:59;10385441.6;5;0;1;0;200;2024-01-01 06:16:05
374;2024-01-01 04:20:19;37466305.96;2;1;5;1;121;2024-01-01 06:17:00
565;2024-01-01 06:16:54;37466305.96;5;0;2;0;121;2024-01-01 06:17:00
254;2024-01-01 03:13:53;63258846.07;2;0;4;0;44;2024-01-01 06:18:56
566;2024-01-01 06:18:50;63258846.07;4;3;2;3;44;2024-01-01 06:18:56
239;2024-01-01 03:06:13;18631500.76;5;0;4;0;787;2024-01-01 06:22:43
574;2024-01-01 06:22:37;18631500.76;4;3;5;3;787;2024-01-01 06:22:43
426;2024-01-01 04:54:29;58107623.57;5;1;3;1;915;2024-01-01 06:22:44
575;2024-01-01 06:22:38;58107623.57;3;0;5;0;915;2024-01-01 06:22:44
142;2024-01-01 02:22:09;19242028.2;3;0;2;0;192;2024-01-01 06:23:02
576;2024-01-01 06:22:56;19242028.2;2;3;3;3;192;2024-01-01 06:23:02
316;2024-01-01 03:45:44;70168247.23;1;0;4;0;705;2024-01-01 06:23:13
577;2024-01-01 06:23:07;70168247.23;4;1;1;1;705;2024-01-01 06:23:13
547;2024-01-01 06:05:36;6070555.95;5;0;1;0;536;2024-01-01 06:28:17
584;2024-01-01 06:28:11;6070555.95;1;3;5;3;536;2024-01-01 06:28:17
349;2024-01-01 04:03:24;42936134.49;5;0;4;0;993;2024-01-01 06:28:33
585;2024-01-01 06:28:27;42936134.49;4;3;5;3;993;2024-01-01 06:28:33
265;2024-01-01 03:16:32;91255456.04;2;1;1;1;232;2024-01-01 06:34:05
597;2024-01-01 06:33:59;91255456.04;1;0;2;0;232;2024-01-01 06:34:05
456;2024-01-01 05:16:23;9650574.45;4;0;1;0;179;2024-01-01 06:39:29
603;2024-01-01 06:39:23;9650574.45;1;2;4;2;179;2024-01-01 06:39:29
211;2024-01-01 02:53:22;25673631.15;2;0;1;0;686;2024-01-01 06:40:52
606;2024-01-01 06:40:46;25673631.15;1;4;2;4;686;2024-01-01 06:40:52
258;2024-01-01 03:15:09;147442815.29;5;2;1;2;233;2024-01-01 06:41:14
607;2024-01-01 06:41:08;147442815.29;1;0;5;0;233;2024-01-01 06:41:14
484;2024-01-01 05:32:58;72569723.78;3;1;4;1;750;2024-01-01 06:41:32
609;2024-01-01 06:41:26;72569723.78;4;0;3;0;750;2024-01-01 06:41:32
463;2024-01-01 05:20:31;44555323.39;3;1;2;1;827;2024-01-01 06:42:40
610;2024-01-01 06:42:34;44555323.39;2;0;3;0;827;2024-01-01 06:42:40
84;2024-01-01 01:57:43;82642254.55;1;3;4;3;59;2024-01-01 06:44:08
612;2024-01-01 06:44:02;82642254.55;4;0;1;0;59;2024-01-01 06:44:08
172;2024-01-01 02:35:35;30609218.83;5;0;4;0;113;2024-01-01 06:45:59
616;2024-01-01 06:45:53;30609218.83;4;3;5;3;113;2024-01-01 06:45:59
311;2024-01-01 03:43:03;71349301.66;2;0;4;0;470;2024-01-01 06:46:01
617;2024-01-01 06:45:55;71349301.66;4;1;2;1;470;2024-01-01 06:46:01
593;2024-01-01 06:32:42;31841723.81;4;0;2;0;741;2024-01-01 06:47:06
620;2024-01-01 06:47:00;31841723.81;2;4;4;4;741;2024-01-01 06:47:06
583;2024-01-01 06:26:55;111726224.94;4;0;5;0;368;2024-01-01 06:50:21
623;2024-01-01 06:50:15;111726224.94;5;4;4;4;368;2024-01-01 06:50:21
395;2024-01-01 04:35:32;59931489.84;2;0;3;0;997;2024-01-01 06:54:51
627;2024-01-01 06:54:45;59931489.84;3;3;2;3;997;2024-01-01 06:54:51
229;2024-01-01 03:04:07;108713812.9;2;1;4;1;490;2024-01-01 06:56:31
630;2024-01-01 06:56:25;108713812.9;4;0;2;0;490;2024-01-01 06:56:31
56;2024-01-01 01:46:17;48943531.48;3;0;5;0;102;2024-01-01 06:57:16
631;2024-01-01 06:57:10;48943531.48;5;3;3;3;102;2024-01-01 06:57:16
615;2024-01-01 06:45:36;53587155.35;1;0;4;0;948;2024-01-01 06:58:53
636;2024-01-01 06:58:47;53587155.35;4;1;1;1;948;2024-01-01 06:58:53
111;2024-01-01 02:09:06;56268974.49;5;4;2;4;33;2024-01-01 07:00:07
641;2024-01-01 07:00:01;56268974.49;2;0;5;0;33;2024-01-01 07:00:07
170;2024-01-01 02:34:50;40162656.74;5;0;4;0;586;2024-01-01 07:01:10
643;2024-01-01 07:01:04;40162656.74;4;2;5;2;586;2024-01-01 07:01:10
489;2024-01-01 05:34:12;53177838.56;4;0;5;0;320;2024-01-01 07:04:31
645;2024-01-01 07:04:25;53177838.56;5;1;4;1;320;2024-01-01 07:04:31
325;2024-01-01 03:53:45;181514682.04;3;1;1;1;762;2024-01-01 07:06:26
646;2024-01-01 07:06:20;181514682.04;1;0;3;0;762;2024-01-01 07:06:26
644;2024-01-01 07:02:47;89321777.68;2;2;3;2;890;2024-01-01 07:08:42
652;2024-01-01 07:08:36;89321777.68;3;0;2;0;890;2024-01-01 07:08:42
166;2024-01-01 02:32:29;11139199.42;2;0;1;0;203;2024-01-01 07:10:29
654;2024-01-01 07:10:23;11139199.42;1;2;2;2;203;2024-01-01 07:10:29
579;2024-01-01 06:25:29;61785289.31;2;0;5;0;304;2024-01-01 07:10:33
656;2024-01-01 07:10:27;61785289.31;5;4;2;4;304;2024-01-01 07:10:33
15;2024-01-01 01:09:43;223141131.79;4;4;1;4;8;2024-01-01 07:11:00
658;2024-01-01 07:10:54;223141131.79;1;0;4;0;8;2024-01-01 07:11:00
614;2024-01-01 06:45:27;55561467.62;4;0;2;0;563;2024-01-01 07:12:09
662;2024-01-01 07:12:03;55561467.62;2;4;4;4;563;2024-01-01 07:12:09
458;2024-01-01 05:17:15;60607287.96;2;1;4;1;561;2024-01-01 07:12:10
663;2024-01-01 07:12:04;60607287.96;4;0;2;0;561;2024-01-01 07:12:10
466;2024-01-01 05:21:40;23528556.93;4;0;1;0;660;2024-01-01 07:13:27
664;2024-01-01 07:13:21;23528556.93;1;1;4;1;660;2024-01-01 07:13:27
588;2024-01-01 06:29:57;13293944.45;2;0;4;0;782;2024-01-01 07:15:43
665;2024-01-01 07:15:37;13293944.45;4;4;2;4;782;2024-01-01 07:15:43
46;2024-01-01 01:42:20;63136370.44;2;3;5;3;292;2024-01-01 07:15:55
669;2024-01-01 07:15:49;63136370.44;5;0;2;0;292;2024-01-01 07:15:55
338;2024-01-01 03:59:48;25254375.2;3;4;2;4;824;2024-01-01 07:16:34
671;2024-01-01 07:16:28;25254375.2;2;0;3;0;824;2024-01-01 07:16:34
552;2024-01-01 06:08:41;78901212.09;2;2;4;2;248;2024-01-01 07:16:57
673;2024-01-01 07:16:51;78901212.09;4;0;2;0;248;2024-01-01 07:16:57
322;2024-01-01 03:48:14;91161885.65;2;2;4;2;616;2024-01-01 07:17:01
674;2024-01-01 07:16:55;91161885.65;4;0;2;0;616;2024-01-01 07:17:01
126;2024-01-01 02:16:46;18032349.86;5;2;3;2;673;2024-01-01 07:21:49
680;2024-01-01 07:21:43;18032349.86;3;0;5;0;673;2024-01-01 07:21:49
54;2024-01-01 01:45:25;48712184.72;5;1;3;1;345;2024-01-01 07:21:53
682;2024-01-01 07:21:47;48712184.72;3;0;5;0;345;2024-01-01 07:21:53
460;2024-01-01 05:18:28;65837554.45;3;4;4;4;324;2024-01-01 07:23:06
684;2024-01-01 07:23:00;65837554.45;4;0;3;0;324;2024-01-01 07:23:06
471;2024-01-01 05:25:00;196252496.33;2;3;1;3;289;2024-01-01 07:23:23
685;2024-01-01 07:23:17;196252496.33;1;0;2;0;289;2024-01-01 07:23:23
670;2024-01-01 07:16:27;72596816.57;2;0;3;0;216;2024-01-01 07:25:46
687;2024-01-01 07:25:40;72596816.57;3;1;2;1;216;2024-01-01 07:25:46
639;2024-01-01 06:59:40;27687542.37;5;0;2;0;10;2024-01-01 07:30:15
691;2024-01-01 07:30:09;27687542.37;2;3;5;3;10;2024-01-01 07:30:15
538;2024-01-01 06:00:53;58458268.9;1;2;5;2;77;2024-01-01 07:30:20
692;2024-01-01 07:30:14;58458268.9;5;0;1;0;77;2024-01-01 07:30:20
277;2024-01-01 03:21:26;81047890.91;3;0;1;0;562;2024-01-01 07:30:54
695;2024-01-01 07:30:48;81047890.91;1;1;3;1;562;2024-01-01 07:30:54
97;2024-01-01 02:05:28;9800535.93;4;2;5;2;756;2024-01-01 07:34:35
700;2024-01-01 07:34:29;9800535.93;5;0;4;0;756;2024-01-01 07:34:35
252;2024-01-01 03:13:39;64531844.37;1;0;4;0;7;2024-01-01 07:35:40
702;2024-01-01 07:35:34;64531844.37;4;1;1;1;7;2024-01-01 07:35:40
235;2024-01-01 03:05:11;35816530.31;2;1;1;1;414;2024-01-01 07:35:45
703;2024-01-01 07:35:39;35816530.31;1;0;2;0;414;2024-01-01 07:35:45
251;2024-01-01 03:13:04;43436958.76;4;3;2;3;493;2024-01-01 07:36:36
704;2024-01-01 07:36:30;43436958.76;2;0;4;0;493;2024-01-01 07:36:36
467;2024-01-01 05:21:46;65680270.42;1;1;5;1;662;2024-01-01 07:37:13
705;2024-01-01 07:37:07;65680270.42;5;0;1;0;662;2024-01-01 07:37:13
188;2024-01-01 02:42:56;75050361.21;4;2;3;2;364;2024-01-01 07:37:18
706;2024-01-01 07:37:12;75050361.21;3;0;4;0;364;2024-01-01 07:37:18
410;2024-01-01 04:42:41;41364617.02;4;2;2;2;786;2024-01-01 07:37:54
707;2024-01-01 07:37:48;41364617.02;2;0;4;0;786;2024-01-01 07:37:54
327;2024-01-01 03:54:31;22630973.05;1;0;4;0;790;2024-01-01 07:38:00
708;2024-01-01 07:37:54;22630973.05;4;2;1;2;790;2024-01-01 07:38:00
48;2024-01-01 01:42:31;37358631.26;3;4;5;4;612;2024-01-01 07:40:03
709;2024-01-01 07:39:57;37358631.26;5;0;3;0;612;2024-01-01 07:40:03
248;2024-01-01 03:11:51;81962086.83;3;0;2;0;984;2024-01-01 07:40:39
712;2024-01-01 07:40:33;81962086.83;2;2;3;2;984;2024-01-01 07:40:39
611;2024-01-01 06:42:43;17513228.05;4;0;1;0;441;2024-01-01 07:41:28
715;2024-01-01 07:41:22;17513228.05;1;1;4;1;441;2024-01-01 07:41:28
221;2024-01-01 02:59:57;135131140.37;2;3;1;3;82;2024-01-01 07:44:37
722;2024-01-01 07:44:31;135131140.37;1;0;2;0;82;2024-01-01 07:44:37
701;2024-01-01 07:34:33;26146807.77;2;0;5;0;52;2024-01-01 07:50:51
727;2024-01-01 07:50:45;26146807.77;5;3;2;3;52;2024-01-01 07:50:51
270;2024-01-01 03:19:00;23426056.42;2;3;5;3;57;2024-01-01 07:52:18
729;2024-01-01 07:52:12;23426056.42;5;0;2;0;57;2024-01-01 07:52:18
386;2024-01-01 04:27:34;46292864.38;2;0;5;0;430;2024-01-01 07:52:29
730;2024-01-01 07:52:23;46292864.38;5;2;2;2;430;2024-01-01 07:52:29
488;2024-01-01 05:34:05;43416589.42;1;0;2;0;432;2024-01-01 07:55:11
734;2024-01-01 07:55:05;43416589.42;2;1;1;1;432;2024-01-01 07:55:11
62;2024-01-01 01:48:00;42484920.06;5;0;2;0;548;2024-01-01 07:56:16
735;2024-01-01 07:56:10;42484920.06;2;2;5;2;548;2024-01-01 07:56:16
421;2024-01-01 04:51:06;16099928.88;5;0;3;0;531;2024-01-01 07:57:23
736;2024-01-01 07:57:17;16099928.88;3;2;5;2;531;2024-01-01 07:57:23
660;2024-01-01 07:11:39;116306251.32;1;0;4;0;876;2024-01-01 07:57:28
737;2024-01-01 07:57:22;116306251.32;4;1;1;1;876;2024-01-01 07:57:28
190;2024-01-01 02:43:41;19429857.21;1;3;2;3;97;2024-01-01 07:57:56
740;2024-01-01 07:57:50;19429857.21;2;0;1;0;97;2024-01-01 07:57:56
723;2024-01-01 07:46:07;7510064.91;4;4;2;4;235;2024-01-01 07:58:55
742;2024-01-01 07:58:49;7510064.91;2;0;4;0;235;2024-01-01 07:58:55
116;2024-01-01 02:12:23;79156601.96;4;0;5;0;280;2024-01-01 08:04:26
749;2024-01-01 08:04:20;79156601.96;5;4;4;4;280;2024-01-01 08:04:26
429;2024-01-01 04:57:12;121095784.72;5;2;1;2;738;2024-01-01 08:05:27
750;2024-01-01 08:05:21;121095784.72;1;0;5;0;738;2024-01-01 08:05:27
185;2024-01-01 02:41:52;27817632.81;4;4;2;4;682;2024-01-01 08:05:49
751;2024-01-01 08:05:43;27817632.81;2;0;4;0;682;2024-01-01 08:05:49
213;2024-01-01 02:55:01;79365964.36;4;1;3;1;401;2024-01-01 08:06:13
753;2024-01-01 08:06:07;79365964.36;3;0;4;0;401;2024-01-01 08:06:13
372;2024-01-01 04:18:25;47113061.99;3;3;5;3;980;2024-01-01 08:10:08
761;2024-01-01 08:10:02;47113061.99;5;0;3;0;980;2024-01-01 08:10:08
266;2024-01-01 03:16:36;77354562.21;3;0;1;0;829;2024-01-01 08:10:56
764;2024-01-01 08:10:50;77354562.21;1;3;3;3;829;2024-01-01 08:10:56
212;2024-01-01 02:54:38;219679007.03;4;4;1;4;939;2024-01-01 08:11:49
766;2024-01-01 08:11:43;219679007.03;1;0;4;0;939;2024-01-01 08:11:49
89;2024-01-01 02:01:12;63852802.04;3;0;1;0;70;2024-01-01 08:14:36
773;2024-01-01 08:14:30;63852802.04;1;2;3;2;70;2024-01-01 08:14:36
731;2024-01-01 07:52:40;109398422.3;4;0;5;0;238;2024-01-01 08:15:05
775;2024-01-01 08:14:59;109398422.3;5;2;4;2;238;2024-01-01 08:15:05
752;2024-01-01 08:06:00;56286274.55;5;0;4;0;429;2024-01-01 08:16:47
778;2024-01-01 08:16:41;56286274.55;4;4;5;4;429;2024-01-01 08:16:47
187;2024-01-01 02:42:41;53654329.43;3;0;1;0;63;2024-01-01 08:16:59
779;2024-01-01 08:16:53;53654329.43;1;2;3;2;63;2024-01-01 08:16:59
331;2024-01-01 03:55:37;162068582.77;5;2;1;2;908;2024-01-01 08:17:03
777;2024-01-01 08:16:31;162068582.77;1;0;5;0;908;2024-01-01 08:17:03
30;2024-01-01 01:33:36;56322921.2;4;2;5;2;342;2024-01-01 08:22:53
786;2024-01-01 08:22:47;56322921.2;5;0;4;0;342;2024-01-01 08:22:53
657;2024-01-01 07:10:52;33425761.65;2;0;4;0;476;2024-01-01 08:22:53
787;2024-01-01 08:22:47;33425761.65;4;3;2;3;476;2024-01-01 08:22:53
629;2024-01-01 06:55:56;80265017.37;1;4;2;4;313;2024-01-01 08:23:48
791;2024-01-01 08:23:42;80265017.37;2;0;1;0;313;2024-01-01 08:23:48
767;2024-01-01 08:11:54;62855975.78;1;2;2;2;918;2024-01-01 08:26:24
