TID;Time;Value;FromParticipantId;FromAccountId;ToParticipantId;ToAccountId;Linkcode;Starttime
764;2024-01-01 06:18:05;51339015.96;3;4;8;4;970;2024-01-01 06:18:05
810;2024-01-01 06:45:35;28320159.31;5;0;3;0;1112;2024-01-01 06:45:35
846;2024-01-01 07:08:25;40357073.72;8;1;6;1;741;2024-01-01 07:08:25
872;2024-01-01 07:24:22;28043338.27;5;3;7;3;370;2024-01-01 07:24:22
965;2024-01-01 08:08:48;79016993.02;6;0;1;0;604;2024-01-01 08:08:48
986;2024-01-01 08:17:45;50892446.45;6;2;3;2;889;2024-01-01 08:17:45
993;2024-01-01 08:21:03;42414443.8;1;4;4;4;332;2024-01-01 08:21:03
1040;2024-01-01 08:46:10;40631942.52;6;2;2;2;500;2024-01-01 08:46:10
1164;2024-01-01 09:38:11;86963159.56;2;0;5;0;323;2024-01-01 09:38:11
1222;2024-01-01 10:05:13;49333587.18;6;0;2;0;1133;2024-01-01 10:05:13
1295;2024-01-01 10:45:41;137533235.62;4;0;8;0;166;2024-01-01 10:45:41
1297;2024-01-01 10:45:58;68478387.5;3;0;4;0;920;2024-01-01 10:45:58
1349;2024-01-01 11:15:20;15903698.63;6;3;5;3;514;2024-01-01 11:15:20
1363;2024-01-01 11:24:32;95116380.32;6;2;8;2;959;2024-01-01 11:24:32
1432;2024-01-01 12:02:52;165660567.23;3;2;5;2;179;2024-01-01 12:02:52
1463;2024-01-01 12:20:25;96962507.08;6;0;7;0;188;2024-01-01 12:20:25
1491;2024-01-01 12:35:54;28020626.87;1;2;6;2;145;2024-01-01 12:35:54
1603;2024-01-01 13:30:39;9921117.39;7;2;2;2;1230;2024-01-01 13:30:39
1609;2024-01-01 13:32:41;116631026.79;2;1;5;1;669;2024-01-01 13:32:41
1615;2024-01-01 13:37:42;66225362.61;4;1;6;1;943;2024-01-01 13:37:42
1672;2024-01-01 14:12:20;101416901.46;4;4;3;4;331;2024-01-01 14:12:20
1680;2024-01-01 14:16:50;99362862.58;1;1;4;1;80;2024-01-01 14:16:50
1703;2024-01-01 14:24:22;45302533.74;5;0;2;0;828;2024-01-01 14:24:22
1713;2024-01-01 14:29:10;45271206.6;3;0;8;0;678;2024-01-01 14:29:10
1714;2024-01-01 14:30:20;77491655.08;6;0;2;0;656;2024-01-01 14:30:20
1740;2024-01-01 14:40:23;73955985.13;5;0;3;0;1175;2024-01-01 14:40:23
1861;2024-01-01 15:41:03;58790970.13;3;0;7;0;1063;2024-01-01 15:41:03
1898;2024-01-01 15:59:25;34682868.31;5;4;7;4;1136;2024-01-01 15:59:25
1905;2024-01-01 16:03:58;89667778.36;2;1;7;1;254;2024-01-01 16:03:58
1968;2024-01-01 16:33:52;69035874.45;5;1;2;1;505;2024-01-01 16:33:52
2075;2024-01-01 17:30:00;156432379.2;2;1;5;1;380;2024-01-01 17:30:00
2142;2024-01-01 17:52:30;29492586.2;1;4;5;4;191;2024-01-01 17:52:30
2150;2024-01-01 17:54:39;121104549.94;4;2;5;2;343;2024-01-01 17:54:39
2168;2024-01-01 17:59:55;60853688.27;5;0;4;0;1050;2024-01-01 17:59:55
2192;2024-01-01 18:08:47;37735148.27;5;4;7;4;49;2024-01-01 18:08:47
2279;2024-01-01 18:39:42;121694044.07;5;1;4;1;668;2024-01-01 18:39:42
2386;2024-01-01 19:18:18;95812842.72;1;1;3;1;314;2024-01-01 19:18:18
2392;2024-01-01 19:19:37;81845104.83;6;2;1;2;752;2024-01-01 19:19:37
2394;2024-01-01 19:20:01;74172173.17;7;0;3;0;359;2024-01-01 19:20:01
2403;2024-01-01 19:23:27;152397216.56;7;1;4;1;1176;2024-01-01 19:23:27
2410;2024-01-01 19:25:29;79532339.98;7;4;2;4;1174;2024-01-01 19:25:29
2411;2024-01-01 19:25:33;45497126.09;5;1;3;1;1014;2024-01-01 19:25:33
2428;2024-01-01 19:29:19;154782468.31;4;0;3;0;597;2024-01-01 19:29:19
2430;2024-01-01 19:34:49;28020626.87;6;0;1;0;145;2024-01-01 19:34:49
2431;2024-01-01 19:35:38;40631942.52;2;0;6;0;500;2024-01-01 19:35:38
2432;2024-01-01 19:40:05;49333587.18;2;1;6;1;1133;2024-01-01 19:40:05
2433;2024-01-01 19:49:57;101416901.46;3;0;4;0;331;2024-01-01 19:49:57
2434;2024-01-01 19:50:21;63548731.81;3;0;1;0;541;2024-01-01 19:50:21
2435;2024-01-01 19:53:06;63548731.81;1;2;3;2;541;2024-01-01 19:53:06
2436;2024-01-01 20:00:32;73955985.13;3;4;5;4;1175;2024-01-01 20:00:32
2437;2024-01-01 20:03:31;60719979.34;6;3;3;3;1183;2024-01-01 20:03:31
2438;2024-01-01 20:04:06;28043338.27;7;0;5;0;370;2024-01-01 20:04:06
2439;2024-01-01 20:04:15;114545402.31;2;0;6;0;276;2024-01-01 20:04:15
2440;2024-01-01 20:04:51;89667778.36;7;0;2;0;254;2024-01-01 20:04:51
2441;2024-01-01 20:07:31;152397216.56;4;0;7;0;1176;2024-01-01 20:07:31
2442;2024-01-01 20:10:00;9572339.84;1;4;4;4;153;2024-01-01 20:10:00
2443;2024-01-01 20:10:11;50892446.45;3;0;6;0;889;2024-01-01 20:10:11
2444;2024-01-01 20:17:00;8199972.85;4;0;8;0;902;2024-01-01 20:17:00
2445;2024-01-01 20:17:13;121694044.07;4;0;5;0;668;2024-01-01 20:17:13
2446;2024-01-01 20:18:03;60853688.27;4;1;5;1;1050;2024-01-01 20:18:03
2447;2024-01-01 20:22:28;66225362.61;6;0;4;0;943;2024-01-01 20:22:28
2448;2024-01-01 20:27:57;45302533.74;2;1;5;1;828;2024-01-01 20:27:57
2449;2024-01-01 20:34:36;154782468.31;3;3;4;3;597;2024-01-01 20:34:36
2450;2024-01-01 20:34:40;86963159.56;5;1;2;1;323;2024-01-01 20:34:40
2451;2024-01-01 20:48:25;38178777.83;4;0;7;0;354;2024-01-01 20:48:25
2452;2024-01-01 20:57:14;90989221.95;1;0;4;0;660;2024-01-01 20:57:14
2453;2024-01-01 21:01:26;87014804.28;7;4;1;4;167;2024-01-01 21:01:26
2454;2024-01-01 21:05:24;73300477.59;1;2;3;2;765;2024-01-01 21:05:24
2455;2024-01-01 21:06:59;69035874.45;2;0;5;0;505;2024-01-01 21:06:59
2456;2024-01-01 21:07:47;165660567.23;5;0;3;0;179;2024-01-01 21:07:47
2457;2024-01-01 21:13:54;58790970.13;7;2;3;2;1063;2024-01-01 21:13:54
2458;2024-01-01 21:18:15;121104549.94;5;0;4;0;343;2024-01-01 21:18:15
2459;2024-01-01 21:21:11;42414443.8;4;0;1;0;332;2024-01-01 21:21:11
2460;2024-01-01 21:24:04;57228641.85;1;0;8;0;1164;2024-01-01 21:24:04
2461;2024-01-01 21:28:02;28320159.31;3;3;5;3;1112;2024-01-01 21:28:02
2462;2024-01-01 21:30:42;45497126.09;3;0;5;0;1014;2024-01-01 21:30:42
2463;2024-01-01 21:32:43;11902806.1;7;0;5;0;537;2024-01-01 21:32:43
2464;2024-01-01 21:33:42;72293148.12;7;0;4;0;898;2024-01-01 21:33:42
2465;2024-01-01 21:34:20;33442341.75;1;4;2;4;1075;2024-01-01 21:34:20
2466;2024-01-01 21:36:07;29492586.2;5;0;1;0;191;2024-01-01 21:36:07
2467;2024-01-01 21:40:48;20767541.86;7;0;5;0;933;2024-01-01 21:40:48
2468;2024-01-01 21:42:59;9921117.39;2;0;7;0;1230;2024-01-01 21:42:59
2469;2024-01-01 21:45:48;61356694.07;3;0;2;0;885;2024-01-01 21:45:48
2470;2024-01-01 21:54:56;55310517.66;2;0;7;0;355;2024-01-01 21:54:56
2471;2024-01-01 22:00:05;69351193.72;1;0;8;0;990;2024-01-01 22:00:05
2472;2024-01-01 22:02:16;137533235.62;8;4;4;4;166;2024-01-01 22:02:16
2473;2024-01-01 22:10:16;47262580.62;4;2;1;2;390;2024-01-01 22:10:16
2474;2024-01-01 22:13:24;81845104.83;1;0;6;0;752;2024-01-01 22:13:24
2475;2024-01-01 22:16:33;51339015.96;8;0;3;0;970;2024-01-01 22:16:33
2476;2024-01-01 22:20:28;116631026.79;5;0;2;0;669;2024-01-01 22:20:28
2477;2024-01-01 22:24:08;7502724.69;1;0;8;0;530;2024-01-01 22:24:08
2478;2024-01-01 22:36:54;82309478.22;7;0;4;0;697;2024-01-01 22:36:54
2479;2024-01-01 22:37:57;37735148.27;7;0;5;0;49;2024-01-01 22:37:57
2480;2024-01-01 22:43:55;15903698.63;5;0;6;0;514;2024-01-01 22:43:55
2481;2024-01-01 22:44:16;156432379.2;5;0;2;0;380;2024-01-01 22:44:16
2482;2024-01-01 22:44:19;96962507.08;7;4;6;4;188;2024-01-01 22:44:19
2483;2024-01-01 22:48:41;58474715.56;7;4;4;4;517;2024-01-01 22:48:41
2484;2024-01-01 22:52:12;77491655.08;2;4;6;4;656;2024-01-01 22:52:12
2485;2024-01-01 22:58:17;74172173.17;3;2;7;2;359;2024-01-01 22:58:17
2486;2024-01-01 23:09:06;34682868.31;7;0;5;0;1136;2024-01-01 23:09:06
2487;2024-01-01 23:10:45;45271206.6;8;1;3;1;678;2024-01-01 23:10:45
2488;2024-01-01 23:13:01;79532339.98;2;0;7;0;1174;2024-01-01 23:13:01
2489;2024-01-01 23:23:52;56118240.5;7;0;4;0;845;2024-01-01 23:23:52
2490;2024-01-01 23:25:00;95812842.72;3;0;1;0;314;2024-01-01 23:25:00
2491;2024-01-01 23:26:08;95116380.32;8;0;6;0;959;2024-01-01 23:26:08
2492;2024-01-01 23:32:03;68478387.5;4;3;3;3;920;2024-01-01 23:32:03
2493;2024-01-01 23:34:09;148508672.53;5;0;6;0;878;2024-01-01 23:34:09
2494;2024-01-01 23:37:13;83992233.82;5;3;7;3;817;2024-01-01 23:37:13
2495;2024-01-01 23:44:14;99362862.58;4;0;1;0;80;2024-01-01 23:44:14
2496;2024-01-01 23:47:29;105884066.7;4;3;5;3;110;2024-01-01 23:47:29
2497;2024-01-01 23:53:07;40357073.72;6;0;8;0;741;2024-01-01 23:53:07
2498;2024-01-01 23:53:10;79016993.02;1;2;6;2;604;2024-01-01 23:53:10
2499;2024-01-01 23:55:19;84582175.94;7;0;8;0;940;2024-01-01 23:55:19
2500;2024-01-01 23:56:18;132065823.02;5;0;8;0;834;2024-01-01 23:56:18
